id,suburb,state_id
8025,MOUNT CARBINE,72
8026,MOUNT MOLLOY,72
8027,MOUNT MULGRAVE,72
8028,MOUNT MULLIGAN,72
8029,MOUNT SURPRISE,72
8030,NORTHHEAD,72
8031,NYCHUM,72
8032,PALMER,72
8033,PETFORD,72
8034,PORMPURAAW,72
8035,PORTLAND ROADS,72
8036,RED RIVER,72
8037,SANDY POCKET,72
8038,SOUTH WELLESLEY ISLANDS,72
8039,SOUTHEDGE,72
8040,STAATEN,72
8041,STRATHMORE,72
8042,TALAROO,72
8043,THORNBOROUGH,72
8044,UTCHEE CREEK,72
8045,WANGAN,72
8046,WARRUBULLEN,72
8047,WAUGH POCKET,72
8048,WELLESLEY ISLANDS,72
8049,WEST WELLESLEY ISLANDS,72
8050,WOOPEN CREEK,72
8051,WROTHAM,72
8052,YAGOONYA,72
8053,YARRABAH,72
8054,YARRADEN,72
8055,BARRINE,72
8056,BARWIDGI,72
8057,DANBULLA,72
8058,DIMBULAH,72
8059,FORTY MILE,72
8060,GLEN RUTH,72
8061,GUNNAWARRA,72
8062,INNOT HOT SPRINGS,72
8063,KAIRI,72
8064,KIRRAMA,72
8065,KOOMBOOLOOMBA,72
8066,KOWROWA,72
8067,LAKE TINAROO,72
8068,MINNAMOOLKA,72
8069,MOUNT GARNET,72
8070,MUNDERRA,72
8071,MUTCHILBA,72
8072,SILVER VALLEY,72
8073,TINAROO,72
8074,WAIRUNA,72
8075,WALKAMIN,72
8076,BAMBOO,72
8077,BONNIE DOON,72
8078,CAPE TRIBULATION,72
8079,CASSOWARY,72
8080,COOYA BEACH,72
8081,COW BAY,72
8082,DAGMAR,72
8083,DAINTREE,72
8084,DEDIN,72
8085,DIWAN,72
8086,FINLAY VALE,72
8087,FOREST CREEK,72
8088,KIMBERLEY,72
8089,LOW ISLES,72
8090,LOWER DAINTREE,72
8091,MIALLO,72
8092,MOSSMAN,72
8093,MOSSMAN GORGE,72
8094,NEWELL,72
8095,NOAH,72
8096,SHANNONVALE,72
8097,SPURGEON,72
8098,STEWART CREEK VALLEY,72
8099,SYNDICATE,72
8100,THORNTON BEACH,72
8101,UPPER DAINTREE,72
8102,WHYANBEEL,72
8103,WONGA,72
8104,EVANS LANDING,72
8105,JARDINE RIVER,72
8106,MAPOON,72
8107,MISSION RIVER,72
8108,NANUM,72
8109,NAPRANUM,72
8110,SHELBURNE,72
8111,TRUNDING,72
8112,WEIPA,72
8113,WEIPA AIRPORT,72
8114,WENLOCK,72
8115,BADU ISLAND,72
8116,BANKS ISLAND,72
8117,BOIGU ISLAND,72
8118,COCONUT ISLAND,72
8119,DARNLEY ISLAND,72
8120,DAUAN ISLAND,72
8121,ERUB,72
8122,HORN ISLAND,72
8123,JERVIS ISLAND,72
8124,KUBIN VILLAGE,72
8125,MABUIAG ISLAND,72
8126,MOA ISLAND,72
8127,MULGRAVE ISLAND,72
8128,MURRAY ISLAND,72
8129,SAIBAI ISLAND,72
8130,STEPHENS ISLAND,72
8131,TALBOT ISLAND,72
8132,THURSDAY ISLAND,72
8133,WARRABER ISLAND,72
8134,YAM ISLAND,72
8135,YORKE ISLAND,72
8136,BAMAGA,72
8137,INJINOO,72
8138,NEW MAPOON,72
8139,SEISIA,72
8140,UMAGICO,72
8141,CRAIGLIE,72
8142,KILLALOE,72
8143,MOWBRAY,72
8144,OAK BEACH,72
8145,PORT DOUGLAS,72
8146,WANGETTI,72
8147,BARRON,72
8148,CARAVONICA,72
8149,HOLLOWAYS BEACH,72
8150,MACHANS BEACH,72
8151,YORKEYS KNOB,72
8152,CLIFTON BEACH,72
8153,ELLIS BEACH,72
8154,KEWARRA BEACH,72
8155,PALM COVE,72
8156,TRINITY BEACH,72
8157,TRINITY PARK,72
8158,ARRIGA,72
8159,BIBOOHRA,72
8160,CHEWKO,72
8161,GLEN RUSSELL,72
8162,MAREEBA,72
8163,PADDYS GREEN,72
8164,KOAH,72
8165,KURANDA,72
8166,MONA MONA,72
8167,SPEEWAH,72
8168,TOLGA,72
8169,ATHERTON,72
8170,EAST BARRON,72
8171,UPPER BARRON,72
8172,WONGABEL,72
8173,GADGARRA,72
8174,LAKE BARRINE,72
8175,LAKE EACHAM,72
8176,YUNGABURRA,72
8177,BUTCHERS CREEK,72
8178,GLEN ALLYN,72
8179,JAGGAN,72
8180,KUREEN,72
8181,MALANDA,72
8182,NORTH JOHNSTONE,72
8183,PEERAMON,72
8184,TARZALI,72
8185,TOPAZ,72
8186,BEATRICE,72
8187,ELLINJAA,72
8188,MAALAN,72
8189,MIDDLEBROOK,72
8190,MILLAA MILLAA,72
8191,MINBUN,72
8192,MOREGATTA,72
8193,MUNGALLI,72
8194,HERBERTON,72
8195,IRVINEBANK,72
8196,KALUNGA,72
8197,MOOMIN,72
8198,WATSONVILLE,72
8199,WONDECLA,72
8200,EVELYN,72
8201,KABAN,72
8202,MILLSTREAM,72
8203,RAVENSHOE,72
8204,TUMOULIN,72
8205,HOWITT,72
8206,NORMAN,72
8207,NORMANTON,72
8208,KARUMBA,72
8209,AYTON,72
8210,BLOOMFIELD,72
8211,COOKTOWN,72
8212,DEGARRA,72
8213,ENDEAVOUR FALLS,72
8214,HELENVALE,72
8215,HOPE VALE,72
8216,ROSSVILLE,72
8217,STARCKE,72
8218,WUJAL WUJAL,72
8219,BRISBANE GPO BOXES,72
8220,NORTHGATE MC,72
8221,ERNABELLA,73
8222,FREGON,73
8223,INDULKANA,73
8224,MIMILI,73
8225,ADELAIDE,73
8226,ADELAIDE BC,73
8227,CITY WEST CAMPUS,73
8228,HALIFAX STREET,73
8229,HUTT STREET,73
8230,RUNDLE MALL,73
8231,STATION ARCADE,73
8232,STURT STREET,73
8233,ADELAIDE UNIVERSITY,73
8234,THE UNIVERSITY OF ADELAIDE,73
8235,UNIVERSITY OF ADELAIDE,73
8236,NORTH ADELAIDE,73
8237,NORTH ADELAIDE MELBOURNE ST,73
8238,BOWDEN,73
8239,BROMPTON,73
8240,HINDMARSH,73
8241,WELLAND,73
8242,WEST HINDMARSH,73
8243,CROYDON PARK SOUTH,73
8244,DUDLEY PARK,73
8245,RENOWN PARK,73
8246,RIDLEYTON,73
8247,WEST CROYDON,73
8248,ALLENBY GARDENS,73
8249,BEVERLEY,73
8250,KILKENNY,73
8251,ANGLE PARK,73
8252,FERRYDEN PARK,73
8253,REGENCY PARK,73
8254,REGENCY PARK BC,73
8255,WOODVILLE PARK,73
8256,WOODVILLE SOUTH,73
8257,WOODVILLE WEST,73
8258,ATHOL PARK,73
8259,MANSFIELD PARK,73
8260,WOODVILLE GARDENS,73
8261,WOODVILLE NORTH,73
8262,GILLMAN,73
8263,OTTOWAY,73
8264,PENNINGTON,73
8265,ROSEWATER,73
8266,ROSEWATER EAST,73
8267,WINGFIELD,73
8268,ALBERT PARK,73
8269,QUEENSTOWN,73
8270,ROYAL PARK,73
8271,BIRKENHEAD,73
8272,ETHELTON,73
8273,GLANVILLE,73
8274,NEW PORT,73
8275,PORT ADELAIDE,73
8276,PORT ADELAIDE BC,73
8277,PORT ADELAIDE DC,73
8278,LARGS BAY,73
8279,LARGS NORTH,73
8280,PETERHEAD,73
8281,TAPEROO,73
8282,OUTER HARBOR,73
8283,SEMAPHORE,73
8284,SEMAPHORE PARK,73
8285,SEMAPHORE SOUTH,73
8286,WEST LAKES SHORE,73
8287,WEST LAKES,73
8288,HENLEY BEACH,73
8289,HENLEY BEACH SOUTH,73
8290,KIRKCALDY,73
8291,FINDON,73
8292,SEATON,73
8293,SEATON NORTH,73
8294,FULHAM GARDENS,73
8295,WEST BEACH,73
8296,FLINDERS PARK,73
8297,KIDMAN PARK,73
8298,MILE END,73
8299,MILE END SOUTH,73
8300,THEBARTON,73
8301,TORRENSVILLE,73
8302,TORRENSVILLE PLAZA,73
8303,BROOKLYN PARK,73
8304,LOCKLEYS,73
8305,UNDERDALE,73
8306,COWANDILLA,73
8307,HILTON,73
8308,HILTON PLAZA,73
8309,MARLESTON,73
8310,MARLESTON DC,73
8311,WEST RICHMOND,73
8312,CLARENCE PARK,73
8313,MILLSWOOD,73
8314,WAYVILLE,73
8315,BLACK FOREST,73
8316,EVERARD PARK,73
8317,KESWICK,73
8318,KESWICK TERMINAL,73
8319,GLANDORE,73
8320,KURRALTA PARK,73
8321,NETLEY,73
8322,NORTH PLYMPTON,73
8323,PLYMPTON,73
8324,PLYMPTON PARK,73
8325,SOUTH PLYMPTON,73
8326,CLARENCE GARDENS,73
8327,EDWARDSTOWN,73
8328,MELROSE PARK DC,73
8329,NOVAR GARDENS,73
8330,COLONEL LIGHT GARDENS,73
8331,CUMBERLAND PARK,73
8332,DAW PARK,73
8333,PANORAMA,73
8334,WESTBOURNE PARK,73
8335,BEDFORD PARK,73
8336,CLOVELLY PARK,73
8337,FLINDERS UNIVERSITY,73
8338,PASADENA,73
8339,ASCOT PARK,73
8340,MARION,73
8341,MITCHELL PARK,73
8342,MORPHETTVILLE,73
8343,PARK HOLME,73
8344,GLENGOWRIE,73
8345,SOMERTON PARK,73
8346,GLENELG EAST,73
8347,GLENELG JETTY ROAD,73
8348,GLENELG NORTH,73
8349,GLENELG SOUTH,73
8350,OAKLANDS PARK,73
8351,WARRADALE,73
8352,WARRADALE NORTH,73
8353,SEACOMBE GARDENS,73
8354,SEACOMBE HEIGHTS,73
8355,DOVER GARDENS,73
8356,HOVE,73
8357,NORTH BRIGHTON,73
8358,SOUTH BRIGHTON,73
8359,KINGSTON PARK,73
8360,MARINO,73
8361,SEACLIFF,73
8362,SEACLIFF PARK,73
8363,SEAVIEW DOWNS,73
8364,BELLEVUE HEIGHTS,73
8365,EDEN HILLS,73
8366,BLACKWOOD,73
8367,COROMANDEL VALLEY,73
8368,CRAIGBURN FARM,73
8369,HAWTHORNDENE,73
8370,BELAIR,73
8371,GLENALTA,73
8372,MALVERN,73
8373,UNLEY,73
8374,UNLEY BC,73
8375,UNLEY DC,73
8376,UNLEY PARK,73
8377,BROWN HILL CREEK,73
8378,CLAPHAM,73
8379,HAWTHORN,73
8380,LOWER MITCHAM,73
8381,LYNTON,73
8382,MITCHAM,73
8383,MITCHAM SHOPPING CENTRE,73
8384,TORRENS PARK,73
8385,FREWVILLE,73
8386,FULLARTON,73
8387,HIGHGATE,73
8388,GLEN OSMOND,73
8389,GLENUNGA,73
8390,MOUNT OSMOND,73
8391,MYRTLE BANK,73
8392,ST GEORGES,73
8393,URRBRAE,73
8394,DULWICH,73
8395,GLENSIDE,73
8396,LINDEN PARK,73
8397,TOORAK GARDENS,73
8398,TUSMORE,73
8399,ERINDALE,73
8400,HAZELWOOD PARK,73
8401,STONYFELL,73
8402,WATERFALL GULLY,73
8403,WATTLE PARK,73
8404,BEULAH PARK,73
8405,KENT TOWN,73
8406,NORWOOD,73
8407,NORWOOD SOUTH,73
8408,ROSE PARK,73
8409,HEATHPOOL,73
8410,KENSINGTON GARDENS,73
8411,KENSINGTON PARK,73
8412,LEABROOK,73
8413,MARRYATVILLE,73
8414,ST MORRIS,73
8415,TRINITY GARDENS,73
8416,COLLEGE PARK,73
8417,EVANDALE,73
8418,HACKNEY,73
8419,MAYLANDS,73
8420,STEPNEY,73
8421,FELIXSTOW,73
8422,FIRLE,73
8423,GLYNDE,73
8424,GLYNDE DC,73
8425,GLYNDE PLAZA,73
8426,JOSLIN,73
8427,MARDEN,73
8428,PAYNEHAM,73
8429,PAYNEHAM SOUTH,73
8430,ROYSTON PARK,73
8431,KENT TOWN DC,73
8432,AULDANA,73
8433,MAGILL,73
8434,MAGILL NORTH,73
8435,MAGILL SOUTH,73
8436,ROSSLYN PARK,73
8437,SKYE,73
8438,TERINGIE,73
8439,WOODFORDE,73
8440,HECTORVILLE,73
8441,ROSTREVOR,73
8442,TRANMERE,73
8443,TRANMERE NORTH,73
8444,NEWTON,73
8445,DERNANCOURT,73
8446,ATHELSTONE,73
8447,CASTAMBUL,73
8448,COLLINSWOOD,73
8449,MEDINDIE,73
8450,MEDINDIE GARDENS,73
8451,VALE PARK,73
8452,WALKERVILLE,73
8453,FITZROY,73
8454,OVINGHAM,73
8455,PROSPECT EAST,73
8456,PROSPECT WEST,73
8457,THORNGATE,73
8458,BROADVIEW,73
8459,NAILSWORTH,73
8460,SEFTON PARK,73
8461,BLAIR ATHOL WEST,73
8462,KILBURN,73
8463,KILBURN NORTH,73
8464,CLEARVIEW,73
8465,ENFIELD PLAZA,73
8466,NORTHFIELD,73
8467,GILLES PLAINS,73
8468,GREENACRES,73
8469,HAMPSTEAD GARDENS,73
8470,MANNINGHAM,73
8471,OAKDEN,73
8472,KLEMZIG,73
8473,WINDSOR GARDENS,73
8474,HOLDEN HILL,73
8475,HOPE VALLEY,73
8476,BANKSIA PARK,73
8477,TEA TREE GULLY,73
8478,VISTA,73
8479,MODBURY,73
8480,MODBURY HEIGHTS,73
8481,MODBURY NORTH,73
8482,MODBURY NORTH DC,73
8483,PARA VISTA,73
8484,VALLEY VIEW,73
8485,GEPPS CROSS,73
8486,MAWSON LAKES,73
8487,POORAKA,73
8488,GULFVIEW HEIGHTS,73
8489,PARA HILLS,73
8490,PARA HILLS WEST,73
8491,REDWOOD PARK,73
8492,RIDGEHAVEN,73
8493,INGLE FARM,73
8494,WALKLEY HEIGHTS,73
8495,PARAFIELD,73
8496,PARAFIELD AIRPORT,73
8497,SALISBURY SOUTH,73
8498,SALISBURY SOUTH BC,73
8499,SALISBURY SOUTH DC,73
8500,GREEN FIELDS,73
8501,PARAFIELD GARDENS,73
8502,PARALOWIE,73
8503,SALISBURY DOWNS,73
8504,SALISBURY NORTH,73
8505,SALISBURY NORTH WHITES ROAD,73
8506,BRAHMA LODGE,73
8507,SALISBURY EAST NORTHBRI AVE,73
8508,SALISBURY HEIGHTS,73
8509,SALISBURY PARK,73
8510,SALISBURY PLAIN,73
8511,BOLIVAR,73
8512,DIREK,73
8513,GLOBE DERBY PARK,73
8514,WATERLOO CORNER,73
8515,EDINBURGH,73
8516,ELIZABETH,73
8517,ELIZABETH EAST,73
8518,ELIZABETH GROVE,73
8519,ELIZABETH SOUTH,73
8520,ELIZABETH VALE,73
8521,HILLBANK,73
8522,DAVOREN PARK,73
8523,DAVOREN PARK NORTH,73
8524,DAVOREN PARK SOUTH,73
8525,ELIZABETH DOWNS,73
8526,ELIZABETH NORTH,73
8527,ELIZABETH PARK,73
8528,ELIZABETH WEST,73
8529,ELIZABETH WEST DC,73
8530,ANDREWS FARM,73
8531,BLAKEVIEW,73
8532,CRAIGMORE,73
8533,GOULD CREEK,73
8534,HUMBUG SCRUB,73
8535,ONE TREE HILL,73
8536,SAMPSON FLAT,73
8537,SMITHFIELD PLAINS,73
8538,ULEYBURY,73
8539,KUDLA,73
8540,MUNNO PARA,73
8541,MUNNO PARA DOWNS,73
8542,MUNNO PARA WEST,73
8543,EVANSTON,73
8544,EVANSTON GARDENS,73
8545,EVANSTON PARK,73
8546,EVANSTON SOUTH,73
8547,HILLIER,73
8548,ANGLE VALE,73
8549,BIBARINGA,73
8550,BUCHFELDE,73
8551,CONCORDIA,73
8552,GAWLER,73
8553,GAWLER BELT,73
8554,GAWLER EAST,73
8555,GAWLER RIVER,73
8556,GAWLER SOUTH,73
8557,GAWLER WEST,73
8558,HEWETT,73
8559,KALBEEBA,73
8560,KANGAROO FLAT,73
8561,WARD BELT,73
8562,WILLASTON,73
8563,BUCKLAND PARK,73
8564,MACDONALD PARK,73
8565,PENFIELD,73
8566,PENFIELD GARDENS,73
8567,GOLDEN GROVE,73
8568,GOLDEN GROVE VILLAGE,73
8569,GREENWITH,73
8570,FAIRVIEW PARK,73
8571,SURREY DOWNS,73
8572,YATALA VALE,73
8573,WYNN VALE,73
8574,HOUGHTON,73
8575,LOWER HERMITAGE,73
8576,UPPER HERMITAGE,73
8577,PARACOMBE,73
8578,CHERRYVILLE,73
8579,MONTACUTE,73
8580,NORTON SUMMIT,73
8581,ASHTON,73
8582,MARBLE HILL,73
8583,BASKET RANGE,73
8584,FOREST RANGE,73
8585,HORSNELL GULLY,73
8586,SUMMERTOWN,73
8587,URAIDLA,73
8588,CAREY GULLY,73
8589,EAGLE ON THE HILL,73
8590,LEAWOOD GARDENS,73
8591,PICCADILLY,73
8592,CLELAND,73
8593,CRAFERS,73
8594,CRAFERS WEST,73
8595,BIGGS FLAT,73
8596,ECHUNGA,73
8597,FLAXLEY,73
8598,GREEN HILLS RANGE,73
8599,HEATHFIELD,73
8600,IRONBANK,73
8601,JUPITER CREEK,73
8602,LONGWOOD,73
8603,MACCLESFIELD,73
8604,MYLOR,73
8605,SCOTT CREEK,73
8606,ALDGATE,73
8607,BRIDGEWATER,73
8608,UPPER STURT,73
8609,ASHBOURNE,73
8610,BULL CREEK,73
8611,CHERRY GARDENS,73
8612,COROMANDEL EAST,73
8613,DORSET VALE,73
8614,KANGARILLA,73
8615,MCHARG CREEK,73
8616,HALLETT COVE,73
8617,O'HALLORAN HILL,73
8618,O'HALLORAN HILL DC,73
8619,SHEIDOW PARK,73
8620,TROTT PARK,73
8621,ABERFOYLE PARK,73
8622,CHANDLERS HILL,73
8623,FLAGSTAFF HILL,73
8624,LONSDALE,73
8625,LONSDALE DC,73
8626,PORT STANVAC,73
8627,OLD REYNELLA,73
8628,REYNELLA,73
8629,REYNELLA EAST,73
8630,MORPHETT VALE,73
8631,HACKHAM,73
8632,HACKHAM WEST,73
8633,HUNTFIELD HEIGHTS,73
8634,ONKAPARINGA HILLS,73
8635,CHRISTIE DOWNS,73
8636,CHRISTIES BEACH,73
8637,CHRISTIES BEACH NORTH,73
8638,O'SULLIVAN BEACH,73
8639,PORT NOARLUNGA,73
8640,PORT NOARLUNGA SOUTH,73
8641,NOARLUNGA CENTRE,73
8642,NOARLUNGA DOWNS,73
8643,OLD NOARLUNGA,73
8644,MOANA,73
8645,SEAFORD,73
8646,SEAFORD HEIGHTS,73
8647,SEAFORD MEADOWS,73
8648,SEAFORD RISE,73
8649,MASLIN BEACH,73
8650,BLEWITT SPRINGS,73
8651,MCLAREN FLAT,73
8652,MCLAREN VALE,73
8653,PEDLER CREEK,73
8654,TATACHILLA,73
8655,DINGABLEDINGA,73
8656,HOPE FOREST,73
8657,KUITPO,73
8658,KUITPO COLONY,73
8659,KYEEMA,73
8660,MONTARRA,73
8661,PAGES FLAT,73
8662,WHITES VALLEY,73
8663,WILLUNGA,73
8664,WILLUNGA HILL,73
8665,WILLUNGA SOUTH,73
8666,YUNDI,73
8667,ALDINGA,73
8668,ALDINGA BEACH,73
8669,PORT WILLUNGA,73
8670,SILVER SANDS,73
8671,SELLICKS BEACH,73
8672,SELLICKS HILL,73
8673,BLACKFELLOWS CREEK,73
8674,MEADOWS,73
8675,PARIS CREEK,73
8676,PROSPECT HILL,73
8677,HINDMARSH TIERS,73
8678,MYPONGA,73
8679,MYPONGA BEACH,73
8680,PARAWA,73
8681,TORRENS VALE,73
8682,TUNKALILLA,73
8683,YANKALILLA,73
8684,CAPE JERVIS,73
8685,CARRICKALINGA,73
8686,HAY FLAT,73
8687,NORMANVILLE,73
8688,RAPID BAY,73
8689,SECOND VALLEY,73
8690,WIRRINA COVE,73
8691,MOUNT COMPASS,73
8692,MOUNT MAGNIFICENT,73
8693,NANGKITA,73
8694,BACK VALLEY,73
8695,ENCOUNTER BAY,73
8696,HAYBOROUGH,73
8697,HINDMARSH VALLEY,73
8698,INMAN VALLEY,73
8699,LOWER INMAN VALLEY,73
8700,MCCRACKEN,73
8701,MOUNT JAGGED,73
8702,VICTOR HARBOR,73
8703,WAITPINGA,73
8704,WILLOW CREEK,73
8705,YILKI,73
8706,PORT ELLIOT,73
8707,CURRENCY CREEK,73
8708,GOOLWA,73
8709,GOOLWA BEACH,73
8710,GOOLWA NORTH,73
8711,GOOLWA SOUTH,73
8712,HINDMARSH ISLAND,73
8713,MOSQUITO HILL,73
8714,MUNDOO ISLAND,73
8715,PARNDANA,73
8716,AMERICAN RIVER,73
8717,BALLAST HEAD,73
8718,MUSTON,73
8719,AMERICAN BEACH,73
8720,ANTECHAMBER BAY,73
8721,BAUDIN BEACH,73
8722,BROWNS BEACH,73
8723,CUTTLEFISH BAY,73
8724,DUDLEY EAST,73
8725,DUDLEY WEST,73
8726,IRONSTONE,73
8727,ISLAND BEACH,73
8728,KANGAROO HEAD,73
8729,PELICAN LAGOON,73
8730,PENNESHAW,73
8731,PORKY FLAT,73
8732,SAPPHIRETOWN,73
8733,WILLSON RIVER,73
8734,BAY OF SHOALS,73
8735,BIRCHMORE,73
8736,BROWNLOW KI,73
8737,CAPE BORDA,73
8738,CASSINI,73
8739,CYGNET RIVER,73
8740,D'ESTREES BAY,73
8741,DE MOLE RIVER,73
8742,DUNCAN,73
8743,EMU BAY,73
8744,FLINDERS CHASE,73
8745,GOSSE,73
8746,HAINES,73
8747,HARRIET RIVER,73
8748,KARATTA,73
8749,KINGSCOTE,73
8750,KOHINOOR,73
8751,MACGILLIVRAY,73
8752,MIDDLE RIVER,73
8753,NEPEAN BAY,73
8754,NEWLAND,73
8755,NORTH CAPE,73
8756,SEAL BAY,73
8757,SEDDON,73
8758,STOKES BAY,73
8759,STUN'SAIL BOOM,73
8760,VIVONNE BAY,73
8761,WESTERN RIVER,73
8762,WISANGER,73
8763,CHAIN OF PONDS,73
8764,KERSBROOK,73
8765,MILLBROOK,73
8766,CUDLEE CREEK,73
8767,FORRESTON,73
8768,GUMERACHA,73
8769,EDEN VALLEY,73
8770,FLAXMAN VALLEY,73
8771,SPRINGTON,73
8772,TUNGKILLO,73
8773,APAMURRA,73
8774,MILENDELLA,73
8775,SANDERSTON,73
8776,ANGAS VALLEY,73
8777,BIG BEND,73
8778,BOLTO,73
8779,BOWHILL,73
8780,CAURNAMONT,73
8781,CLAYPANS,73
8782,COWIRRA,73
8783,FIVE MILES,73
8784,FRAHNS,73
8785,FRAYVILLE,73
8786,JULANKA HOLDINGS,73
8787,LAKE CARLET,73
8788,MANNUM,73
8789,NILDOTTIE,73
8790,OLD TEAL FLAT,73
8791,PELLARING FLAT,73
8792,POMPOOTA,73
8793,PONDE,73
8794,PORT MANNUM,73
8795,PUNTHARI,73
8796,PURNONG,73
8797,PURNONG LANDING,73
8798,TEAL FLAT,73
8799,WALKER FLAT,73
8800,WALL FLAT,73
8801,WONGULLA,73
8802,WOODLANE,73
8803,YOUNGHUSBAND,73
8804,YOUNGHUSBAND HOLDINGS,73
8805,LENSWOOD,73
8806,LOBETHAL,73
8807,BALHANNAH,73
8808,OAKBANK,73
8809,CHARLESTON,73
8810,HARROGATE,73
8811,INVERBRACKIE,73
8812,MOUNT TORRENS,73
8813,HAHNDORF,73
8814,PAECHTOWN,73
8815,VERDUN,73
8816,WOODHOUSE,73
8817,BLAKISTON,73
8818,LITTLEHAMPTON,73
8819,TOTNESS,73
8820,BUGLE RANGES,73
8821,MOUNT BARKER,73
8822,MOUNT BARKER JUNCTION,73
8823,MOUNT BARKER SPRINGS,73
8824,MOUNT BARKER SUMMIT,73
8825,WISTOW,73
8826,BRUKUNGA,73
8827,DAWESLEY,73
8828,HAY VALLEY,73
8829,KANMANTOO,73
8830,NAIRNE,73
8831,AVOCA DELL,73
8832,BRINKLEY,73
8833,BURDETT,73
8834,CHAPMAN BORE,73
8835,GIFFORD HILL,73
8836,GREENBANKS,73
8837,MOBILONG,73
8838,MURRAWONG,73
8839,MURRAY BRIDGE,73
8840,MURRAY BRIDGE EAST,73
8841,MURRAY BRIDGE NORTH,73
8842,MURRAY BRIDGE SOUTH,73
8843,NORTHERN HEIGHTS,73
8844,RIVERGLADES,73
8845,RIVERGLEN,73
8846,ROCKY GULLY,73
8847,SWANPORT,73
8848,TOORA,73
8849,WHITE HILL,73
8850,WHITE SANDS,73
8851,WILLOW BANKS,73
8852,WOODS POINT,73
8853,CALLINGTON,73
8854,CALOOTE,73
8855,MONARTO,73
8856,MONARTO SOUTH,73
8857,MONTEITH,73
8858,MYPOLONGA,73
8859,PALLAMANA,73
8860,PETWOOD,73
8861,ROCKLEIGH,73
8862,TEPKO,73
8863,ZADOWS LANDING,73
8864,ANGAS PLAINS,73
8865,BELVIDERE,73
8866,BLETCHLEY,73
8867,FINNISS,73
8868,GEMMELLS,73
8869,HIGHLAND VALLEY,73
8870,LAKE PLAINS,73
8871,LANGHORNE CREEK,73
8872,MOUNT OBSERVATION,73
8873,MULGUNDAWA,73
8874,NALPA,73
8875,RED CREEK,73
8876,SALEM,73
8877,SANDERGROVE,73
8878,STRATHALBYN,73
8879,TOOPERANG,73
8880,WILLYAROO,73
8881,WOODCHESTER,73
8882,CLAYTON BAY,73
8883,MILANG,73
8884,NURRAGI,73
8885,POINT STURT,73
8886,TOLDEROL,73
8887,ASHVILLE,73
8888,JERVOIS,73
8889,KEPA,73
8890,MALINONG,73
8891,NARRUNG,73
8892,NATURI,73
8893,POINT MCLEAY,73
8894,POLTALLOCH,73
8895,RAUKKAN,73
8896,TAILEM BEND,73
8897,WELLINGTON EAST,73
8898,ELWOMPLE,73
8899,COOKE PLAINS,73
8900,COOMANDOOK,73
8901,CULBURRA,73
8902,KI KI,73
8903,YUMALI,73
8904,BINNUM,73
8905,FRANCES,73
8906,HYNAM,73
8907,KYBYBOLITE,73
8908,COORONG,73
8909,MENINGIE,73
8910,MENINGIE EAST,73
8911,MENINGIE WEST,73
8912,POLICEMAN POINT,73
8913,SALT CREEK,73
8914,WALTOWA,73
8915,COONALPYN,73
8916,FIELD,73
8917,BUNBURY,73
8918,COLEBATCH,73
8919,TINTINARA,73
8920,BRIMBAGO,73
8921,COOMBE,73
8922,KEITH,73
8923,LAFFER,73
8924,MAKIN,73
8925,MCCALLUM,73
8926,MOUNT CHARLES,73
8927,PETHERICK,73
8928,SHAUGH,73
8929,WILLALOOKA,73
8930,WIRREGA,73
8931,BANGHAM,73
8932,BORDERTOWN,73
8933,BORDERTOWN SOUTH,73
8934,CANNAWIGARA,73
8935,LOWAN VALE,73
8936,POOGINAGORIC,73
8937,SENIOR,73
8938,WESTERN FLAT,73
8939,CUSTON,73
8940,WOLSELEY,73
8941,CAREW,73
8942,KONGAL,73
8943,MUNDULLA,73
8944,MUNDULLA WEST,73
8945,SWEDE FLAT,73
8946,BOOL LAGOON,73
8947,JOANNA,73
8948,KEPPOCH,73
8949,KOPPAMURRA,73
8950,LAURIE PARK,73
8951,LOCHABER,73
8952,MARCOLLAT,73
8953,MOUNT LIGHT,73
8954,MOYHALL,73
8955,NARACOORTE,73
8956,PADTHAWAY,73
8957,STEWART RANGE,73
8958,STRUAN,73
8959,WILD DOG VALLEY,73
8960,WRATTONBULLY,73
8961,COLES,73
8962,CONMURRA,73
8963,FOX,73
8964,GREENWAYS,73
8965,LUCINDALE,73
8966,WOOLUMBOOL,73
8967,AVENUE RANGE,73
8968,BLACKFORD,73
8969,BOATSWAIN POINT,73
8970,CAPE JAFFA,73
8971,KEILIRA,73
8972,KINGSTON SE,73
8973,MOUNT BENSON,73
8974,PINKS BEACH,73
8975,ROSETOWN,73
8976,SANDY GROVE,73
8977,TARATAP,73
8978,TILLEY SWAMP,73
8979,WANGOLINA,73
8980,WEST RANGE,73
8981,WYOMI,73
8982,BRAY,73
8983,NORA CREINA,73
8984,ROBE,73
8985,COMAUM,73
8986,MAAOUPE,73
8987,MONBULLA,73
8988,NANGWARRY,73
8989,PENOLA,73
8990,PLEASANT PARK,73
8991,TARPEENA,73
8992,KALANGADOO,73
8993,KRONGART,73
8994,MOERLONG,73
8995,WEPAR,73
8996,KOORINE,73
8997,MOUNT BURR,73
8998,MOUNT MCINTYRE,73
8999,SHORT,73
9000,TRIHI,73
9001,WATTLE RANGE EAST,73
9002,BEACHPORT,73
9003,CLAY WELLS,73
9004,FURNER,73
9005,GERMAN CREEK,73
9006,GERMAN FLAT,73
