suburb,state_id,postcode,postcode,suburb,
KUNJIN,76,,5434,KANYAKA,
KUNPARRKA,71,,3564,KANYAPELLA,
KUNUNOPPIN,76,,7150,KAOOTA,
KUNUNURRA,76,,4630,KAPALDO,
KUNWARARA,72,,5632,KAPINNIE,
KUNYUNG,75,,2661,KAPOOKA,
KURABY,72,,5670,KAPPAWANTA,
KURANDA,72,,5373,KAPUNDA,
KUREELPA,72,,2390,KAPUTAR,
KUREEN,72,,2429,KARAAK FLAT,
KURIDALA,72,,2620,KARABAR,
KURMOND,70,,3294,KARABEAL,
KURNALPI,76,,6044,KARAKIN,
KURNELL,70,,4306,KARALEE,
KURRACA,75,,812,KARAMA,
KURRACA WEST,75,,4306,KARANA DOWNS,
KURRAJONG,70,,2450,KARANGI,
KURRAJONG HEIGHTS,70,,7140,KARANJA,
KURRAJONG HILLS,70,,4352,KARARA,
KURRALTA PARK,73,,5223,KARATTA,
KURRENKUTTEN,76,,6152,KARAWARA,
KURRI KURRI,70,,4117,KARAWATHA,
KURRIMINE BEACH,72,,5654,KARCULTABY,
KURROWAH,72,,3951,KARDELLA,
KURTING,75,,3950,KARDELLA SOUTH,
KURUMBUL,72,,6163,KARDINYA,
KURUNJANG,75,,2232,KAREELA,
KURWONGBAH,72,,3260,KARIAH,
KUTTABUL,72,,6751,KARIJINI,
KWEDA,76,,3199,KARINGAL,
KWELKAN,76,,3199,KARINGAL CENTRE,
KWINANA,76,,2250,KARIONG,
KWINANA BEACH,76,,5607,KARKOO,
KWINANA TOWN CENTRE,76,,6358,KARLGARIN,
KWOLYIN,76,,6430,KARLKURLA,
KYABRAM,75,,6479,KARLONING,
KYABRAM SOUTH,75,,6530,KARLOO,
KYALITE,70,,3401,KARNAK,
KYANCUTTA,73,,6176,KARNUP,
KYARRAN,70,,7267,KAROOLA,
KYBEYAN,70,,5307,KAROONDA,
KYBONG,72,,4306,KARRABIN,
KYBUNGA,73,,4184,KARRAGARRA ISLAND,
KYBYBOLITE,73,,6111,KARRAGULLEN,
KYEAMBA,70,,6010,KARRAKATTA,
KYEEMA,73,,6122,KARRAKUP,
KYEEMAGH,70,,6429,KARRAMINDIE,
KYLE BAY,70,,3631,KARRAMOMUS,
KYNETON,75,,6460,KARRANADGIN,
KYNETON SOUTH,75,,6714,KARRATHA,
KYNNUMBOON,70,,6714,KARRATHA INDUSTRIAL ESTATE,
KYNUNA,72,,6288,KARRIDALE,
KYOGLE,70,,6018,KARRINYUP,
KYOOMBA,72,,6921,KARRINYUP,
KYVALLEY,75,,4871,KARRON,
KYWONG,70,,6472,KARROUN HILL,
LA PEROUSE,70,,2337,KARS SPRINGS,
LA TROBE UNIVERSITY,75,,5307,KARTE,
LAANECOORIE,75,,2324,KARUAH,
LAANG,75,,4891,KARUMBA,
LABERTOUCHE,75,,3483,KARYRIE,
LABRADOR,72,,3649,KATAMATITE,
LABURNUM,75,,3649,KATAMATITE EAST,
LACEBY,75,,3634,KATANDRA,
LACEYS CREEK,72,,3634,KATANDRA WEST,
LACHLAN,74,,6317,KATANNING,
LACKRANA,74,,5343,KATARAPKO,
LACMALAC,70,,850,KATHERINE,
LADE VALE,70,,851,KATHERINE,
LADY BARRON,74,,852,KATHERINE,
LADYS PASS,75,,2780,KATOOMBA,
LADYSMITH,70,,6566,KATRINE,
LAEN,75,,3640,KATUNGA,
LAEN EAST,75,,6302,KAURING,
LAEN NORTH,75,,4701,KAWANA,
LAFFER,73,,3249,KAWARREN,
LAFFING WATERS,70,,4612,KAWL KAWL,
LAGGAN,70,,4655,KAWUNGAN,
LAGOON GRASS,70,,7270,KAYENA,
LAGOON POCKET,72,,2333,KAYUGA,
LAGRANGE,76,,3021,KEALBA,
LAGUNA,70,,6280,KEALY,
LAGUNA QUAYS,72,,4350,KEARNEYS SPRING,
LAH,75,,2558,KEARNS,
LAHARUM,75,,2325,KEARSLEY,
LAIDLEY,72,,6335,KEBARINGUP,
LAIDLEY CREEK WEST,72,,4031,KEDRON,
LAIDLEY HEIGHTS,72,,3568,KEELY,
LAIDLEY NORTH,72,,2340,KEEPIT,
LAIDLEY SOUTH,72,,2404,KEERA,
LAJAMANU,71,,2480,KEERRONG,
LAKE ALBERT,70,,5275,KEILIRA,
LAKE ARGYLE,76,,3036,KEILOR,
LAKE AUSTIN,76,,3038,KEILOR DOWNS,
LAKE BARRINE,72,,3033,KEILOR EAST,
LAKE BATHURST,70,,3038,KEILOR LODGE,
LAKE BENNETT,71,,3036,KEILOR NORTH,
LAKE BIDDY,76,,3042,KEILOR PARK,
LAKE BOGA,75,,2320,KEINBAH,
LAKE BOLAC,75,,2500,KEIRAVILLE,
LAKE BORUMBA,72,,5267,KEITH,
LAKE BREWSTER,70,,2478,KEITH HALL,
LAKE BROWN,76,,2849,KELGOOLA,
LAKE BULOKE,75,,3393,KELLALAC,
LAKE BUNGA,75,,6410,KELLERBERRIN,
LAKE BURRENDONG,70,,7176,KELLEVIE,
LAKE CAMM,76,,5607,KELLIDIE BAY,
LAKE CARGELLIGO,70,,5641,KELLY,
LAKE CARLET,73,,2350,KELLYS PLAINS,
LAKE CARNEGIE,76,,2155,KELLYVILLE,
LAKE CATHIE,70,,2155,KELLYVILLE RIDGE,
LAKE CHARM,75,,6111,KELMSCOTT,
LAKE CLARENDON,72,,4800,KELSEY CREEK,
LAKE CLIFTON,76,,2795,KELSO,
LAKE CONDAH,75,,4815,KELSO,
LAKE CONJOLA,70,,7270,KELSO,
LAKE COWAL,70,,2380,KELVIN,
LAKE DARLOT,76,,4059,KELVIN GROVE,
LAKE DEBORAH,76,,3666,KELVIN VIEW,
LAKE EACHAM,72,,4401,KELVINHAUGH,
LAKE EILDON,75,,2526,KEMBLA GRANGE,
LAKE EPPALOCK,75,,2526,KEMBLA HEIGHTS,
LAKE FYANS,75,,2505,KEMBLAWARRA,
LAKE GARDENS,75,,4742,KEMMIS,
LAKE GEORGE,70,,2178,KEMPS CREEK,
LAKE GOLDSMITH,75,,2440,KEMPSEY,
LAKE GRACE,76,,2583,KEMPTON,
LAKE HAVEN,70,,7030,KEMPTON,
LAKE HEIGHTS,70,,2439,KENDALL,
LAKE HIAWATHA,70,,6323,KENDENUP,
LAKE HINDS,76,,2396,KENEBRI,
LAKE HUME VILLAGE,70,,4574,KENILWORTH,
LAKE ILLAWARRA,70,,3597,KENLEY,
LAKE INNES,70,,3395,KENMARE,
LAKE JASPER,76,,6316,KENMARE,
LAKE KING,76,,4069,KENMORE,
LAKE LEAKE,74,,4069,KENMORE EAST,
LAKE LONSDALE,75,,4069,KENMORE HILLS,
LAKE MACDONALD,72,,2449,KENNAICLE CREEK,
LAKE MACKAY,71,,4816,KENNEDY,
LAKE MANCHESTER,72,,6701,KENNEDY RANGE,
LAKE MARGARET,74,,3239,KENNEDYS CREEK,
LAKE MARGARETTE,76,,3221,KENNETT RIVER,
LAKE MARMAL,75,,3550,KENNINGTON,
LAKE MARY,72,,1465,KENSINGTON,
LAKE MERAN,75,,2033,KENSINGTON,
LAKE MONDURAN,72,,3031,KENSINGTON,
LAKE MOODEMERE,75,,4670,KENSINGTON,
LAKE MUIR,76,,5068,KENSINGTON,
LAKE MUNDI,75,,6151,KENSINGTON,
LAKE MUNMORAH,70,,5068,KENSINGTON GARDENS,
LAKE NINAN,76,,4341,KENSINGTON GROVE,
LAKE PLAINS,73,,5068,KENSINGTON PARK,
LAKE POWELL,75,,5067,KENT TOWN,
LAKE PROSERPINE,72,,5071,KENT TOWN,
LAKE ROWAN,75,,6333,KENTDALE,
LAKE SORELL,74,,2156,KENTHURST,
LAKE ST CLAIR,74,,2560,KENTLYN,
LAKE TABOURIE,70,,4309,KENTS LAGOON,
LAKE TINAROO,72,,4310,KENTS POCKET,
LAKE TOOLBRUNUP,76,,2354,KENTUCKY,
LAKE TYERS,75,,2354,KENTUCKY SOUTH,
LAKE TYERS BEACH,75,,4341,KENTVILLE,
LAKE TYRRELL,75,,6107,KENWICK,
LAKE VIEW,73,,2586,KENYU,
LAKE WELLINGTON,75,,3073,KEON PARK,
LAKE WELLS,76,,5259,KEPA,
LAKE WENDOUREE,75,,4054,KEPERRA,
LAKE WONGAN,75,,4670,KEPNOCK,
LAKE WYANGAN,70,,4702,KEPPEL SANDS,
LAKEFIELD,72,,5271,KEPPOCH,
LAKELAND,72,,3579,KERANG,
LAKELAND DOWNS,72,,3579,KERANG EAST,
LAKELANDS,70,,2439,KEREWONG,
LAKEMBA,70,,3691,KERGUNYAH,
LAKES CREEK,72,,3691,KERGUNYAH SOUTH,
LAKES ENTRANCE,75,,2711,KERI KERI,
LAKESIDE,72,,3979,KERNOT,
LAKESLAND,70,,2328,KERRABEE,
LAKEWOOD,70,,3434,KERRIE,
LAL LAL,75,,2835,KERRIGUNDI,
LALALTY,70,,3129,KERRIMUIR,
LALBERT,75,,3660,KERRISDALE,
LALLA,74,,2800,KERRS CREEK,
LALOR,75,,4285,KERRY,
LALOR PARK,70,,5231,KERSBROOK,
LALOR PLAZA,75,,5035,KESWICK,
LAMB ISLAND,72,,5035,KESWICK TERMINAL,
LAMB RANGE,72,,7155,KETTERING,
LAMBELLS LAGOON,71,,3723,KEVINGTON,
LAMBS VALLEY,70,,2439,KEW,
LAMBTON,70,,3101,KEW,
LAMEROO,73,,3102,KEW EAST,
LAMINGTON,72,,4879,KEWARRA BEACH,
LAMINGTON NATIONAL PARK,72,,6105,KEWDALE,
LAMMERMOOR,72,,3390,KEWELL,
LAMPLOUGH,75,,2460,KEYBARBIN,
LANCASTER,75,,5353,KEYNETON,
LANCE CREEK,75,,3173,KEYSBOROUGH,
LANCEFIELD,75,,6126,KEYSBROOK,
LANCELIN,76,,4612,KEYSLAND,
LANDERS SHOOT,72,,2642,KHANCOBAN,
LANDERVALE,70,,4306,KHOLO,
LANDSBOROUGH,72,,4723,KHOSH BULDUK,
LANDSBOROUGH WEST,75,,5261,KI KI,
LANDSDALE,76,,2422,KIA ORA,
LANE COVE,70,,4570,KIA ORA,
LANE COVE DC,70,,2877,KIACATOO,
LANE COVE NORTH,70,,2551,KIAH,
LANE COVE WEST,70,,2583,KIALLA,
LANEFIELD,72,,3631,KIALLA,
LANENA,74,,3631,KIALLA EAST,
LANG LANG,75,,3631,KIALLA WEST,
LANG LANG EAST,75,,2533,KIAMA,
LANGDONS HILL,75,,2533,KIAMA DOWNS,
LANGE,76,,2533,KIAMA HEIGHTS,
LANGFORD,76,,4560,KIAMBA,
LANGHORNE CREEK,73,,5607,KIANA,
LANGI KAL KAL,75,,2546,KIANGA,
LANGI LOGAN,75,,4718,KIANGA,
LANGKOOP,75,,2259,KIAR,
LANGLEY,72,,6054,KIARA,
LANGLEY VALE,70,,3418,KIATA,
LANGLO,72,,2830,KICKABIL,
LANGS LANDING,73,,4574,KIDAMAN CREEK,
LANGSBOROUGH,75,,5025,KIDMAN PARK,
LANGSHAW,72,,5642,KIELPA,
LANGWARRIN,75,,4559,KIELS MOUNTAIN,
LANGWARRIN SOUTH,75,,2484,KIELVALE,
LANITZA,70,,3691,KIEWA,
LANKEYS CREEK,70,,2594,KIKIAMAH,
LANNERCOST,72,,2669,KIKOIRA,
LANSDOWNE,70,,2283,KILABEN BAY,
LANSDOWNE FOREST,70,,4354,KILBIRNIE,
LANSELL PLAZA,75,,5084,KILBURN,
LANSKEY,72,,5084,KILBURN NORTH,
LANSVALE,70,,4515,KILCOY,
LAPOINYA,74,,4721,KILCUMMIN,
LAPSTONE,70,,3995,KILCUNDA,
LARA,75,,2472,KILGIN,
LARAMBA,71,,2474,KILGRA,
LARAPINTA,71,,5009,KILKENNY,
LARAVALE,72,,4600,KILKIVAN,
LARBERT,70,,2429,KILLABAKH,
LARDNER,75,,4877,KILLALOE,
LARGS,70,,2071,KILLARA,
LARGS BAY,73,,3312,KILLARA,
LARGS NORTH,73,,3691,KILLARA,
LARK HILL,72,,3283,KILLARNEY,
LARNOOK,70,,4373,KILLARNEY,
LARPENT,75,,2087,KILLARNEY HEIGHTS,
LARRAKEYAH,71,,2261,KILLARNEY VALE,
LARRALEA,75,,2429,KILLAWARRA,
LARRAS LEE,70,,3678,KILLAWARRA,
LARRIMAH,71,,2257,KILLCARE,
LASCELLES,75,,2257,KILLCARE HEIGHTS,
LATHAM,69,,7255,KILLIECRANKIE,
LATHLAIN,76,,2720,KILLIMICAT,
LATROBE,74,,2278,KILLINGWORTH,
LAUDERDALE,74,,3717,KILLINGWORTH,
LAUGHTONDALE,70,,2795,KILLONGBUTTA,
LAUNCESTON,74,,7150,KILLORA,
LAUNCHING PLACE,75,,3851,KILMANY,
LAURA,72,,3764,KILMORE,
LAURA BAY,73,,3764,KILMORE EAST,
LAUREL HILL,70,,3137,KILSYTH,
LAURIE PARK,73,,3137,KILSYTH SOUTH,
LAURIETON,70,,5641,KIMBA,
LAURISTON,75,,4873,KIMBERLEY,
LAVADIA,70,,7304,KIMBERLEY,
LAVELLE,72,,3551,KIMBOLTON,
LAVENDER BAY,70,,6728,KIMBOLTON,
LAVERS HILL,75,,2429,KIMBRIKI,
LAVERSTOCK,70,,4571,KIN KIN,
LAVERTON,75,,4680,KIN KORA,
LAVERTON NORTH,75,,2880,KINALUNG,
LAVINGTON,70,,4601,KINBOMBI,
LAVINGTON DC,70,,4741,KINCHANT DAM,
LAW COURTS,75,,2440,KINCHELA,
LAWES,72,,4356,KINCORA,
LAWGI DAWES,72,,2251,KINCUMBER,
LAWITTA,74,,2251,KINCUMBER SOUTH,
LAWLER,75,,2446,KINDEE,
LAWLOIT,75,,2622,KINDERVALE,
LAWN HILL,72,,4390,KINDON,
LAWNTON,72,,7310,KINDRED,
LAWRENCE,70,,2446,KING CREEK,
LAWSON,69,,6728,KING LEOPOLD RANGES,
LEABROOK,73,,6330,KING RIVER,
LEADVILLE,70,,4521,KING SCRUB,
LEAFDALE,72,,3678,KING VALLEY,
LEAGHUR,75,,4515,KINGAHAM,
LEANYER,71,,4610,KINGAROY,
LEARMONTH,75,,2540,KINGHORNE,
LEASINGHAM,73,,3763,KINGLAKE,
LEAWOOD GARDENS,73,,3757,KINGLAKE CENTRAL,
LEBRINA,74,,3757,KINGLAKE WEST,
LECONFIELD,70,,5710,KINGOONYA,
LEDA,76,,3517,KINGOWER,
LEDCOURT,75,,4551,KINGS BEACH,
LEDGE POINT,76,,4361,KINGS CREEK,
LEE CREEK,70,,1340,KINGS CROSS,
LEE POINT,71,,2487,KINGS FOREST,
LEEDERVILLE,76,,2147,KINGS LANGLEY,
LEEKA,74,,7249,KINGS MEADOWS,
LEEMAN,76,,2148,KINGS PARK,
LEEMING,76,,3021,KINGS PARK,
LEETON,70,,5034,KINGS PARK,
LEETS VALE,70,,6005,KINGS PARK,
LEEUWIN,76,,2360,KINGS PLAINS,
LEEVILLE,70,,2799,KINGS PLAINS,
LEFROY,74,,2539,KINGS POINT,
LEFTHAND BRANCH,72,,3083,KINGSBURY,
LEGANA,74,,2487,KINGSCLIFF,
LEGERWOOD,74,,5223,KINGSCOTE,
LEGUME,70,,2580,KINGSDALE,
LEICHARDT,75,,2118,KINGSDENE,
LEICHHARDT,70,,2032,KINGSFORD,
LEIGH CREEK,73,,5118,KINGSFORD,
LEIGHTON,73,,6701,KINGSFORD,
LEIGHTONFIELD MC,70,,2370,KINGSGATE,
LEINSTER,76,,1480,KINGSGROVE,
LEITCHVILLE,75,,2208,KINGSGROVE,
LEITH,74,,4208,KINGSHOLME,
LEMINGTON,70,,6026,KINGSLEY,
LEMNOS,75,,4400,KINGSTHORPE,
LEMON TREE,70,,2604,KINGSTON,
LEMON TREE PASSAGE,70,,3364,KINGSTON,
LEMONT,74,,4114,KINGSTON,
LEMONTREE,72,,6256,KINGSTON,
LEN WATERS ESTATE,70,,7050,KINGSTON,
LENAGHAN,70,,7051,KINGSTON,
LENAH VALLEY,74,,7050,KINGSTON BEACH,
LENEVA,75,,5331,KINGSTON ON MURRAY,
LENNARD BROOK,76,,5049,KINGSTON PARK,
LENNOX HEAD,70,,5275,KINGSTON SE,
LENSWOOD,73,,2358,KINGSTOWN,
LEONARDS HILL,75,,2587,KINGSVALE,
LEONAY,70,,3012,KINGSVILLE,
LEONGATHA,75,,3012,KINGSVILLE WEST,
LEONGATHA NORTH,75,,6065,KINGSWAY,
LEONGATHA SOUTH,75,,2340,KINGSWOOD,
LEONORA,76,,2550,KINGSWOOD,
LEOPOLD,75,,2747,KINGSWOOD,
LEPPINGTON,70,,5062,KINGSWOOD,
LERDERDERG,75,,4703,KINKA BEACH,
LERIDA,70,,4670,KINKUNA,
LESCHENAULT,76,,4613,KINLEYMORE,
LESLEY,76,,3483,KINNABULLA,
LESLIE,72,,6028,KINROSS,
LESLIE DAM,72,,872,KINTORE,
LESLIE MANOR,75,,3520,KINYPANIAL,
LESLIE VALE,74,,2539,KIOLOA,
LESMURDIE,76,,4498,KIOMA,
LETHBRIDGE,75,,2537,KIORA,
LETHBRIDGE PARK,70,,4021,KIPPA-RING,
LETHEBROOK,72,,2441,KIPPARA,
LEUMEAH,70,,2615,KIPPAX,
LEURA,70,,2429,KIPPAXS,
LEVENDALE,74,,2469,KIPPENDUFF,
LEVENSTRATH,70,,6370,KIRK ROCK,
LEWINSBROOK,70,,5022,KIRKCALDY,
LEWIS PONDS,70,,2795,KIRKCONNELL,
LEWISHAM,70,,2570,KIRKHAM,
LEWISTON,73,,4806,KIRKNIE,
LEXIA,76,,3283,KIRKSTALL,
LEXTON,75,,4680,KIRKWOOD,
LEYBURN,72,,4872,KIRRAMA,
LEYCESTER,70,,2232,KIRRAWEE,
LEYDENS HILL,72,,2061,KIRRIBILLI,
LIAWENEE,74,,5606,KIRTON POINT,
LIBERTY GROVE,70,,6251,KIRUP,
LICOLA,75,,4817,KIRWAN,
LICOLA NORTH,75,,3608,KIRWANS BRIDGE,
LIDCOMBE,70,,2325,KITCHENER,
LIDCOMBE NORTH,70,,3666,KITHBROOK,
LIDDELL,70,,4605,KITOBA,
LIDSDALE,70,,2430,KIWARRAK,
LIDSTER,70,,4352,KLEINTON,
LIENA,74,,5087,KLEMZIG,
LIETINNA,74,,2346,KLORI,
LIFFEY,74,,4285,KNAPP CREEK,
LIGHT PASS,73,,3286,KNEBSWORTH,
LIGHTHOUSE BEACH,70,,2577,KNIGHTS HILL,
LIGHTNING RIDGE,70,,2479,KNOCKROW,
LILEAH,74,,2424,KNORRIT FLAT,
LILLI PILLI,70,,3523,KNOWSLEY,
LILLIAN ROCK,70,,3152,KNOX CITY CENTRE,
LILLICO,74,,3180,KNOXFIELD,
LILLICUR,75,,828,KNUCKEY LAGOON,
LILLIMUR,75,,4881,KOAH,
LILLIPUT,75,,3260,KOALLAH,
LILYDALE,70,,4520,KOBBLE CREEK,
LILYFIELD,70,,3660,KOBYBOYN,
LILYVALE,70,,3704,KOETONG,
LIMA,75,,4406,KOGAN,
LIMA EAST,75,,2217,KOGARAH,
LIMA SOUTH,75,,2217,KOGARAH BAY,
LIMBRI,70,,5223,KOHINOOR,
LIME LAKE,76,,6328,KOJANEERUP SOUTH,
LIMEBURNERS CREEK,70,,6532,KOJARENA,
LIMEKILNS,70,,6395,KOJONUP,
LIMERICK,70,,6304,KOKEBY,
LIMESTONE,70,,4702,KOKOTUNGO,
LIMESTONE CREEK,72,,4671,KOLONGA,
LIMESTONE RIDGES,72,,3265,KOLORA,
LIMEVALE,72,,6367,KONDININ,
LIMMEN,71,,6605,KONDUT,
LIMPINWOOD,70,,5270,KONGAL,
LINBURN,70,,5353,KONGOLIA,
LINCOLN NATIONAL PARK,73,,5291,KONGORONG,
LINDEMAN ISLAND,72,,3951,KONGWAK,
LINDEN,70,,6603,KONNONGORRING,
LINDEN PARK,73,,3315,KONONGWOOTONG,
LINDENDALE,70,,3981,KOO WEE RUP,
LINDENOW,75,,3981,KOO WEE RUP NORTH,
LINDENOW SOUTH,75,,2680,KOOBA,
LINDESAY,70,,6510,KOOJAN,
LINDESAY CREEK,70,,2370,KOOKABOOKRA,
LINDFIELD,70,,6431,KOOKYNIE,
LINDFIELD WEST,70,,6733,KOOLAN ISLAND,
LINDIFFERON,70,,6623,KOOLANOOKA,
LINDISFARNE,74,,2256,KOOLEWONG,
LINDLEY,73,,5661,KOOLGERA,
LINDSAY,75,,2460,KOOLKHAN,
LINDSAY POINT,75,,3597,KOOLOONONG,
LINFARNE,76,,5464,KOOLUNGA,
LINGA,75,,6427,KOOLYANOBBING,
LINLEY POINT,70,,5575,KOOLYWURTIE,
LINTHORPE,72,,6461,KOOMBERKINE,
LINTON,75,,4872,KOOMBOOLOOMBA,
LINVILLE,72,,2530,KOONAWARRA,
LINWOOD,73,,3669,KOONDA,
LIONSVILLE,70,,6064,KOONDOOLA,
LIPAROO,75,,3580,KOONDROOK,
LIPSON,73,,4701,KOONGAL,
LISAROW,70,,6056,KOONGAMIA,
LISLE,74,,5650,KOONGAWA,
LISMORE,70,,5690,KOONIBBA,
LISMORE HEIGHTS,70,,3644,KOONOOMOO,
LISSNER,72,,5417,KOONOONA,
LISTON,70,,2480,KOONORIGAN,
LITCHFIELD,75,,5373,KOONUNGA,
LITCHFIELD PARK,71,,3954,KOONWARRA,
LITHGOW,70,,7187,KOONYA,
LITHGOW DC,70,,2482,KOONYUM RANGE,
LITTLE BACK CREEK,70,,2304,KOORAGANG,
LITTLE BAY,70,,2430,KOORAINGHAT,
LITTLE BILLABONG,70,,4285,KOORALBYN,
LITTLE DESERT,75,,4402,KOORALGIN,
LITTLE FOREST,70,,2807,KOORAWATHA,
LITTLE GROVE,76,,6475,KOORDA,
LITTLE HAMPTON,75,,3478,KOOREH,
LITTLE HARTLEY,70,,5279,KOORINE,
LITTLE ITALY,76,,2650,KOORINGAL,
LITTLE JACKS CREEK,70,,4025,KOORINGAL,
LITTLE JILLIBY,70,,3501,KOORLONG,
LITTLE LONSDALE STREET,75,,3844,KOORNALLA,
LITTLE MOUNTAIN,72,,3364,KOOROOCHEANG,
LITTLE MULGRAVE,72,,3953,KOOROOMAN,
LITTLE PELICAN,70,,4854,KOOROOMOOL,
LITTLE PINE LAGOON,74,,5558,KOOROONA,
LITTLE PLAIN,70,,4357,KOOROONGARRA,
LITTLE RIVER,70,,2454,KOOROOWI,
LITTLE SANDY DESERT,76,,2352,KOOTINGAL,
LITTLE SWANPORT,74,,3144,KOOYONG,
LITTLE TOPAR,70,,5271,KOPPAMURRA,
LITTLE WOBBY,70,,5607,KOPPIO,
LITTLEHAMPTON,73,,6415,KORBEL,
LITTLETON,70,,6333,KORDABUP,
LIVERPOOL,70,,2476,KOREELAH,
LIVERPOOL SOUTH,70,,3714,KORIELLA,
LIVERPOOL WESTFIELD,70,,3341,KOROBEIT,
LIVINGSTONE,71,,3282,KOROIT,
LIZARD,72,,3520,KORONG VALE,
LLANARTH,70,,3579,KOROOP,
LLANDILO,70,,2450,KORORA,
LLANELLY,75,,6485,KORRELOCKING,
LLANGOTHLIN,70,,3979,KORRINE,
LLOWALONG,75,,3950,KORUMBURRA,
LLOYD,70,,3950,KORUMBURRA SOUTH,
LLOYD CREEK,71,,5502,KORUNYE,
LOADSTONE,70,,3461,KORWEINGUBOORA,
LOBETHAL,73,,2624,KOSCIUSZKO,
LOCCOTA,74,,2289,KOTARA,
LOCH,75,,2305,KOTARA EAST,
LOCH LOMOND,72,,2289,KOTARA SOUTH,
LOCH SPORT,75,,3565,KOTTA,
LOCH VALLEY,75,,3638,KOTUPNA,
LOCHABER,73,,4738,KOUMALA,
LOCHIEL,70,,4871,KOWANYAMA,
LOCHINVAR,70,,2620,KOWEN FOREST,
LOCK,73,,4415,KOWGURAN,
LOCKHART,70,,4872,KOWROWA,
LOCKIER,76,,3622,KOYUGA,
LOCKINGTON,75,,3621,KOYUGA SOUTH,
LOCKLEYS,73,,2429,KRAMBACH,
LOCKRIDGE,76,,2622,KRAWARREE,
LOCKROSE,72,,2460,KREMNOS,
LOCKSLEY,70,,5304,KRINGIN,
LOCKWOOD,75,,5352,KRONDORF,
LOCKWOOD SOUTH,75,,5278,KRONGART,
LOCKYER,72,,6330,KRONKUP,
LOCKYER WATERS,72,,3945,KROWERA,
LODDON VALE,75,,4875,KUBIN VILLAGE,
LOFTUS,70,,2655,KUBURA,
LOFTVILLE,70,,6290,KUDARDUP,
LOGAN,75,,5115,KUDLA,
LOGAN CENTRAL,72,,6353,KUENDER,
LOGAN CITY BC,72,,5172,KUITPO,
LOGAN CITY DC,72,,5172,KUITPO COLONY,
LOGAN RESERVE,72,,6352,KUKERIN,
LOGAN VILLAGE,72,,4560,KULANGOOR,
LOGANHOLME,72,,4309,KULGUN,
LOGANHOLME BC,72,,6244,KULIKUP,
LOGANHOLME DC,72,,6365,KULIN,
LOGANLEA,72,,6365,KULIN WEST,
LOGANS CROSSING,70,,6470,KULJA,
LOGIE BRAE,70,,5307,KULKAMI,
LOIRA,74,,4660,KULLOGUM,
LOL GRAY,76,,2250,KULNURA,
LONDON LAKES,74,,5555,KULPARA,
LONDONDERRY,70,,4352,KULPI,
LONDRIGAN,75,,4558,KULUIN,
LONESOME CREEK,72,,2835,KULWIN,
LONG BEACH,70,,3490,KULWIN,
LONG FLAT,70,,6642,KUMARINA,
LONG FOREST,75,,4610,KUMBIA,
LONG GULLY,75,,2730,KUNAMA,
LONG ISLAND,72,,3585,KUNAT,
LONG JETTY,70,,4556,KUNDA PARK,
LONG PLAIN,70,,2441,KUNDABUNG,
LONG PLAINS,73,,2429,KUNDIBAKH,
LONG POCKET,72,,2430,KUNDLE KUNDLE,
LONG POINT,70,,2460,KUNGALA,
LONG REACH,74,,2484,KUNGHUR,
LONGARM,70,,2484,KUNGHUR CREEK,
LONGERENONG,75,,4615,KUNIOON,
LONGFORD,74,,6375,KUNJIN,
LONGLEA,75,,6489,KUNUNOPPIN,
LONGLEY,74,,6743,KUNUNURRA,
LONGREACH,70,,4702,KUNWARARA,
LONGUEVILLE,70,,3930,KUNYUNG,
LONGWARRY,75,,4112,KURABY,
LONGWARRY NORTH,75,,4881,KURANDA,
LONGWOOD,73,,4560,KUREELPA,
LONGWOOD EAST,75,,4885,KUREEN,
LONNAVALE,74,,4824,KURIDALA,
LONSDALE,73,,2757,KURMOND,
LONSDALE DC,73,,6431,KURNALPI,
LOOMBAH,70,,2231,KURNELL,
LOOMBERAH,70,,3518,KURRACA,
LOONGANA,74,,3518,KURRACA WEST,
LOORANA,74,,2758,KURRAJONG,
LORD HOWE ISLAND,70,,2758,KURRAJONG HEIGHTS,
LORDS HILL,70,,2758,KURRAJONG HILLS,
LORINNA,74,,5037,KURRALTA PARK,
LORN,70,,6375,KURRENKUTTEN,
LORNE,70,,2327,KURRI KURRI,
LORQUON,75,,4871,KURRIMINE BEACH,
LORT RIVER,76,,4352,KURROWAH,
LOST RIVER,70,,3517,KURTING,
LOSTOCK,70,,4388,KURUMBUL,
LOTA,72,,3337,KURUNJANG,
LOTTAH,74,,4503,KURWONGBAH,
LOTUS CREEK,72,,4741,KUTTABUL,
LOUISA CREEK,70,,6306,KWEDA,
LOUTH,70,,6490,KWELKAN,
LOUTH BAY,73,,6966,KWINANA,
LOUTH PARK,70,,6167,KWINANA BEACH,
LOVEDALE,70,,6167,KWINANA TOWN CENTRE,
LOVEDAY,73,,6385,KWOLYIN,
LOVELY BANKS,75,,3621,KY VALLEY,
LOVETT BAY,70,,3621,KY WEST,
LOW HEAD,74,,3619,KYABRAM,
LOW ISLES,72,,3620,KYABRAM,
LOWAN VALE,73,,3620,KYABRAM SOUTH,
LOWANNA,70,,2734,KYALITE,
LOWBANK,73,,5651,KYANCUTTA,
LOWDEN,76,,2460,KYARRAN,
LOWER BAGO,70,,2631,KYBEYAN,
LOWER BARRINGTON,74,,4570,KYBONG,
LOWER BEECHMONT,72,,5453,KYBUNGA,
