suburb,state_id,postcode,postcode,suburb,
LOWER BELFORD,70,,5262,KYBYBOLITE,
LOWER BEULAH,74,,2650,KYEAMBA,
LOWER BORO,70,,5172,KYEEMA,
LOWER BOTTLE CREEK,70,,2216,KYEEMAGH,
LOWER BROUGHTON,73,,2221,KYLE BAY,
LOWER CHITTERING,76,,3444,KYNETON,
LOWER COWLEY,72,,3444,KYNETON SOUTH,
LOWER CREEK,70,,2484,KYNNUMBOON,
LOWER CRESSBROOK,72,,4823,KYNUNA,
LOWER DAINTREE,72,,2474,KYOGLE,
LOWER DUCK CREEK,70,,4380,KYOOMBA,
LOWER DYRAABA,70,,2700,KYWONG,
LOWER HERMITAGE,73,,2036,LA PEROUSE,
LOWER HOTHAM,76,,3083,LA TROBE UNIVERSITY,
LOWER INMAN VALLEY,73,,3086,LA TROBE UNIVERSITY,
LOWER KING,76,,3463,LAANECOORIE,
LOWER LEWIS PONDS,70,,3265,LAANG,
LOWER LIGHT,73,,3816,LABERTOUCHE,
LOWER LONGLEY,74,,4215,LABRADOR,
LOWER MACDONALD,70,,3130,LABURNUM,
LOWER MANGROVE,70,,3678,LACEBY,
LOWER MARSHES,74,,4521,LACEYS CREEK,
LOWER MITCHAM,73,,7140,LACHLAN,
LOWER MOIRA,75,,7255,LACKRANA,
LOWER MOUNT WALKER,72,,2720,LACMALAC,
LOWER NORTON,75,,2581,LADE VALE,
LOWER PAPPINBARRA,70,,7255,LADY BARRON,
LOWER PEACOCK,70,,3523,LADYS PASS,
LOWER PLENTY,75,,2652,LADYSMITH,
LOWER PORTLAND,70,,3480,LAEN,
LOWER SANDY BAY,74,,3480,LAEN EAST,
LOWER SNUG,74,,3480,LAEN NORTH,
LOWER SOUTHGATE,70,,5267,LAFFER,
LOWER TENTHILL,72,,2795,LAFFING WATERS,
LOWER TULLY,72,,2583,LAGGAN,
LOWER TURNERS MARSH,74,,2480,LAGOON GRASS,
LOWER WATTLE GROVE,74,,4570,LAGOON POCKET,
LOWER WILMOT,74,,6725,LAGRANGE,
LOWER WONGA,72,,2325,LAGUNA,
LOWESBY,72,,4800,LAGUNA QUAYS,
LOWESDALE,70,,3393,LAH,
LOWESTOFF,72,,3401,LAHARUM,
LOWLANDS,76,,4341,LAIDLEY,
LOWMEAD,72,,4341,LAIDLEY CREEK WEST,
LOWOOD,72,,4341,LAIDLEY HEIGHTS,
LOWTHER,70,,4341,LAIDLEY NORTH,
LOXFORD,70,,4341,LAIDLEY SOUTH,
LOXTON,73,,852,LAJAMANU,
LOXTON NORTH,73,,2650,LAKE ALBERT,
LOY YANG,75,,6743,LAKE ARGYLE,
LOYETEA,74,,6640,LAKE AUSTIN,
LUBECK,75,,4884,LAKE BARRINE,
LUCAS HEIGHTS,70,,2580,LAKE BATHURST,
LUCASTON,74,,6355,LAKE BIDDY,
LUCINDA,72,,3584,LAKE BOGA,
LUCINDALE,73,,3351,LAKE BOLAC,
LUCKNOW,70,,4570,LAKE BORUMBA,
LUCKY BAY,73,,2675,LAKE BREWSTER,
LUCYVALE,75,,6479,LAKE BROWN,
LUDDENHAM,70,,3480,LAKE BULOKE,
LUDLOW,76,,3909,LAKE BUNGA,
LUDMILLA,71,,2820,LAKE BURRENDONG,
LUE,70,,6355,LAKE CAMM,
LUGARNO,70,,2672,LAKE CARGELLIGO,
LUGHRATA,74,,5238,LAKE CARLET,
LUINA,74,,6646,LAKE CARNEGIE,
LULWORTH,74,,2445,LAKE CATHIE,
LUMEAH,72,,3581,LAKE CHARM,
LUMHOLTZ,72,,4343,LAKE CLARENDON,
LUNAWANNA,74,,6215,LAKE CLIFTON,
LUNDAVRA,72,,3303,LAKE CONDAH,
LUNE RIVER,74,,2539,LAKE CONJOLA,
LURG,75,,2671,LAKE COWAL,
LURNEA,70,,6438,LAKE DARLOT,
LUSCOMBE,72,,6484,LAKE DEBORAH,
LUSKINTYRE,70,,4884,LAKE EACHAM,
LUTANA,74,,3713,LAKE EILDON,
LUTWYCHE,72,,3381,LAKE FYANS,
LYAL,75,,3355,LAKE GARDENS,
LYALLS MILL,76,,2581,LAKE GEORGE,
LYGON STREET NORTH,75,,3373,LAKE GOLDSMITH,
LYMINGTON,74,,6353,LAKE GRACE,
LYMWOOD,74,,2263,LAKE HAVEN,
LYNAM,72,,2502,LAKE HEIGHTS,
LYNBROOK,75,,2462,LAKE HIAWATHA,
LYNCHS CREEK,70,,6603,LAKE HINDS,
LYNDHURST,70,,2640,LAKE HUME VILLAGE,
LYNDOCH,73,,2528,LAKE ILLAWARRA,
LYNDON,76,,2446,LAKE INNES,
LYNDSIDE,72,,6260,LAKE JASPER,
LYNEHAM,69,,6356,LAKE KING,
LYNFORD,72,,7210,LAKE LEAKE,
LYNTON,73,,3381,LAKE LONSDALE,
LYNWOOD,70,,4563,LAKE MACDONALD,
LYONS,69,,4306,LAKE MANCHESTER,
LYONVILLE,75,,7467,LAKE MARGARET,
LYRA,72,,6475,LAKE MARGARETTE,
LYRUP,73,,3525,LAKE MARMAL,
LYSTERFIELD,75,,4703,LAKE MARY,
LYSTERFIELD SOUTH,75,,3579,LAKE MERAN,
LYTTON,72,,4671,LAKE MONDURAN,
MA MA CREEK,72,,3685,LAKE MOODEMERE,
MAADI,72,,6258,LAKE MUIR,
MAALAN,72,,3312,LAKE MUNDI,
MAAOUPE,73,,2259,LAKE MUNMORAH,
MAAROOM,72,,6603,LAKE NINAN,
MABINS WELL,70,,5255,LAKE PLAINS,
MABUIAG ISLAND,72,,3597,LAKE POWELL,
MACALISTER,72,,4800,LAKE PROSERPINE,
MACALISTER RANGE,72,,3727,LAKE ROWAN,
MACARTHUR,69,,7030,LAKE SORELL,
MACARTHUR SQUARE,70,,7140,LAKE ST CLAIR,
MACCLESFIELD,73,,2539,LAKE TABOURIE,
MACDONALD PARK,73,,4872,LAKE TINAROO,
MACDONALDS CREEK,70,,6320,LAKE TOOLBRUNUP,
MACEDON,75,,3887,LAKE TYERS,
MACFARLANE,72,,3909,LAKE TYERS BEACH,
MACGILLIVRAY,73,,3533,LAKE TYRRELL,
MACGREGOR,69,,5555,LAKE VIEW,
MACHANS BEACH,72,,3851,LAKE WELLINGTON,
MACHINE CREEK,72,,6440,LAKE WELLS,
MACKAY,72,,3350,LAKE WENDOUREE,
MACKAY BC,72,,3373,LAKE WONGAN,
MACKAY CANELAND,72,,2680,LAKE WYANGAN,
MACKAY DC,72,,4871,LAKEFIELD,
MACKAY HARBOUR,72,,4871,LAKELAND,
MACKAY MC,72,,2282,LAKELANDS,
MACKAY NORTH,72,,6180,LAKELANDS,
MACKAY SOUTH,72,,2195,LAKEMBA,
MACKAY WEST,72,,4701,LAKES CREEK,
MACKENZIE,72,,3909,LAKES ENTRANCE,
MACKENZIE RIVER,72,,4621,LAKESIDE,
MACKNADE,72,,2572,LAKESLAND,
MACKS CREEK,75,,2443,LAKEWOOD,
MACKSVILLE,70,,6431,LAKEWOOD,
MACLAGAN,72,,3352,LAL LAL,
MACLEAN,70,,3644,LALALTY,
MACLEAY ISLAND,72,,3542,LALBERT,
MACLEOD,75,,7267,LALLA,
MACLEOD WEST,75,,3075,LALOR,
MACMASTERS BEACH,70,,2147,LALOR PARK,
MACORNA,75,,3075,LALOR PLAZA,
MACORNA NORTH,75,,4184,LAMB ISLAND,
MACQUARIE,69,,4870,LAMB RANGE,
MACQUARIE CENTRE,70,,822,LAMBELLS LAGOON,
MACQUARIE FIELDS,70,,2335,LAMBS VALLEY,
MACQUARIE HEADS,74,,2370,LAMBS VALLEY,
MACQUARIE HILLS,70,,2299,LAMBTON,
MACQUARIE ISLAND,74,,5302,LAMEROO,
MACQUARIE LINKS,70,,4285,LAMINGTON,
MACQUARIE MARSHES,70,,6430,LAMINGTON,
MACQUARIE PARK,70,,4275,LAMINGTON NATIONAL PARK,
MACQUARIE PASS,70,,4703,LAMMERMOOR,
MACQUARIE PLAINS,74,,3352,LAMPLOUGH,
MACQUARIE UNIVERSITY,70,,3620,LANCASTER,
MACROSSAN,72,,3995,LANCE CREEK,
MACS COVE,75,,3435,LANCEFIELD,
MADALYA,75,,6044,LANCELIN,
MADDENS PLAINS,70,,4555,LANDERS SHOOT,
MADDINGLEY,75,,2663,LANDERVALE,
MADDINGTON,76,,3384,LANDSBOROUGH,
MADELEY,76,,4550,LANDSBOROUGH,
MADORA BAY,76,,3384,LANDSBOROUGH WEST,
MADURA,76,,6065,LANDSDALE,
MAFEKING,75,,1595,LANE COVE,
MAFFRA,70,,1597,LANE COVE,
MAFFRA WEST UPPER,75,,2066,LANE COVE,
MAGAREY,73,,2066,LANE COVE NORTH,
MAGDALLA,73,,2066,LANE COVE WEST,
MAGENTA,70,,4340,LANEFIELD,
MAGGEA,73,,7275,LANENA,
MAGILL,73,,3984,LANG LANG,
MAGILL NORTH,73,,3984,LANG LANG EAST,
MAGILL SOUTH,73,,3363,LANGDONS HILL,
MAGITUP,76,,6330,LANGE,
MAGNETIC ISLAND,72,,6147,LANGFORD,
MAGNOLIA,72,,5255,LANGHORNE CREEK,
MAGOMETON,70,,3352,LANGI KAL KAL,
MAGPIE,75,,3377,LANGI LOGAN,
MAGRA,74,,3318,LANGKOOP,
MAHOGANY CREEK,76,,3444,LANGLEY,
MAHOMETS FLATS,76,,4630,LANGLEY,
MAIANBAR,70,,2426,LANGLEY VALE,
MAIDA VALE,76,,4470,LANGLO,
MAIDEN GULLY,75,,5354,LANGS LANDING,
MAIDENHEAD,72,,3971,LANGSBOROUGH,
MAIDENWELL,72,,4570,LANGSHAW,
MAIDSTONE,75,,3910,LANGWARRIN,
MAILORS FLAT,75,,3911,LANGWARRIN SOUTH,
MAIMURU,70,,2460,LANITZA,
MAIN ARM,70,,2644,LANKEYS CREEK,
MAIN BEACH,72,,4850,LANNERCOST,
MAIN CREEK,70,,2873,LANSDALE,
MAIN LEAD,75,,2163,LANSDOWNE,
MAIN RIDGE,75,,2430,LANSDOWNE,
MAINDAMPLE,75,,4478,LANSDOWNE,
MAINTONGOON,75,,2430,LANSDOWNE FOREST,
MAIRJIMMY,70,,3555,LANSELL PLAZA,
MAISON DIEU,70,,4825,LANSKEY,
MAITLAND,70,,2166,LANSVALE,
MAITLAND BAR,70,,7325,LAPOINYA,
MAITLAND NORTH,70,,2773,LAPSTONE,
MAITLAND VALE,70,,3212,LARA,
MAJOR PLAINS,75,,4110,LARAPINTA,
MAJORCA,75,,4285,LARAVALE,
MAJORS CREEK,70,,2622,LARBERT,
MAJURA,69,,3821,LARDNER,
MAKIN,73,,2320,LARGS,
MALABAINE,76,,5016,LARGS BAY,
MALABAR,70,,5016,LARGS NORTH,
MALABUGILMAH,70,,4306,LARK HILL,
MALAGA,76,,2480,LARNOOK,
MALAGA DC,76,,3249,LARPENT,
MALAK,71,,820,LARRAKEYAH,
MALANDA,72,,3325,LARRALEA,
MALARGA,72,,2866,LARRAS LEE,
MALBINA,74,,852,LARRIMAH,
MALDON,70,,3487,LASCELLES,
MALEBELLING,76,,2615,LATHAM,
MALENY,72,,6616,LATHAM,
MALINONG,73,,6100,LATHLAIN,
MALLABULA,70,,7307,LATROBE,
MALLACOOTA,75,,7021,LAUDERDALE,
MALLALA,73,,2775,LAUGHTONDALE,
MALLAN,70,,7250,LAUNCESTON,
MALLANGANEE,70,,7901,LAUNCESTON,
MALLEE HILL,76,,7902,LAUNCESTON,
MALLING,72,,7903,LAUNCESTON,
MALLOWA,70,,7904,LAUNCESTON,
MALMALLING,76,,7905,LAUNCESTON,
MALMOE,72,,7906,LAUNCESTON,
MALMSBURY,75,,7907,LAUNCESTON,
MALONEYS BEACH,70,,7908,LAUNCESTON,
MALPAS,73,,7909,LAUNCESTON,
MALPAS-TRENTON,72,,7910,LAUNCESTON,
MALTEE,73,,7911,LAUNCESTON,
MALU,72,,7912,LAUNCESTON,
MALUA BAY,70,,7913,LAUNCESTON,
MALVERN,73,,7914,LAUNCESTON,
MALVERN EAST,75,,7922,LAUNCESTON,
MALVERN NORTH,75,,7923,LAUNCESTON,
MALYALLING,76,,3139,LAUNCHING PLACE,
MAMBOURIN,75,,4871,LAURA,
MAMBRAY CREEK,73,,5480,LAURA,
MANAHAN,70,,5680,LAURA BAY,
MANANGATANG,75,,2649,LAUREL HILL,
MANAPOURI,72,,5271,LAURIE PARK,
MANAR,70,,2443,LAURIETON,
MANBULLOO,71,,3444,LAURISTON,
MANCHESTER SQUARE,70,,2462,LAVADIA,
MANDAGERY,70,,4357,LAVELLE,
MANDALAY,72,,2060,LAVENDER BAY,
MANDALONG,70,,3238,LAVERS HILL,
MANDOGALUP,76,,2582,LAVERSTOCK,
MANDORAH,71,,3028,LAVERTON,
MANDURAH,76,,6440,LAVERTON,
MANDURAH DC,76,,3026,LAVERTON NORTH,
MANDURAH EAST,76,,3027,LAVERTON RAAF,
MANDURAH NORTH,76,,2641,LAVINGTON,
MANDURAMA,70,,8010,LAW COURTS,
MANDURANG,75,,4343,LAWES,
MANDURANG SOUTH,75,,4716,LAWGI DAWES,
MANEROO,72,,7140,LAWITTA,
MANGALO,73,,3480,LAWLER,
MANGALORE,74,,3418,LAWLOIT,
MANGANA,74,,4825,LAWN HILL,
MANGERTON,70,,4501,LAWNTON,
MANGO HILL,72,,2460,LAWRENCE,
MANGOOLA,70,,3364,LAWRENCE,
MANGOPLAH,70,,2617,LAWSON,
MANGROVE CREEK,70,,2783,LAWSON,
MANGROVE MOUNTAIN,70,,5068,LEABROOK,
MANIFOLD HEIGHTS,75,,2844,LEADVILLE,
MANILDRA,70,,4606,LEAFDALE,
MANILLA,70,,3537,LEAGHUR,
MANINGRIDA,71,,812,LEANYER,
MANJIMUP,76,,3352,LEARMONTH,
MANLY,70,,6707,LEARMONTH,
MANLY EAST,70,,5452,LEASINGHAM,
MANLY VALE,70,,7254,LEBRINA,
MANLY WEST,72,,2335,LECONFIELD,
MANMANNING,76,,6170,LEDA,
MANNA HILL,73,,3385,LEDCOURT,
MANNANARIE,73,,6043,LEDGE POINT,
MANNERIM,75,,2849,LEE CREEK,
MANNERING PARK,70,,810,LEE POINT,
MANNIBADAR,75,,2372,LEECHS GULLY,
MANNING,76,,6007,LEEDERVILLE,
MANNING POINT,70,,7255,LEEKA,
MANNINGHAM,73,,6514,LEEMAN,
MANNS BEACH,75,,6149,LEEMING,
MANNUEM,72,,2705,LEETON,
MANNUM,73,,2775,LEETS VALE,
MANNUS,70,,6290,LEEUWIN,
MANOBALAI,70,,2470,LEEVILLE,
MANOORA,72,,7252,LEFROY,
MANORINA,75,,4343,LEFTHAND BRANCH,
MANSFIELD,72,,7277,LEGANA,
MANSFIELD BC,72,,7263,LEGERWOOD,
MANSFIELD DC,72,,2476,LEGUME,
MANSFIELD PARK,73,,3516,LEICHARDT,
MANTON,70,,2040,LEICHHARDT,
MANTUNG,73,,4305,LEICHHARDT,
MANUKA,69,,3352,LEIGH CREEK,
MANUMBAR,72,,5731,LEIGH CREEK,
MANUNDA,72,,5417,LEIGHTON,
MANY PEAKS,72,,2580,LEIGHWOOD,
MANYANA,70,,6437,LEINSTER,
MANYPEAKS,76,,3567,LEITCHVILLE,
MANYUNG,72,,7315,LEITH,
MAPLETON,72,,2330,LEMINGTON,
MAPOON,72,,3631,LEMNOS,
MARAGLE,70,,2259,LEMON TREE,
MARAMA,73,,2319,LEMON TREE PASSAGE,
MARAMIE,72,,7120,LEMONT,
MARAMINGO CREEK,75,,4357,LEMONTREE,
MARANANGA,73,,2322,LENAGHAN,
MARANBOY,71,,7008,LENAH VALLEY,
MARANGAROO,76,,3691,LENEVA,
MARANUNGA,71,,6503,LENNARD BROOK,
MARANUP,76,,2478,LENNOX HEAD,
MARAYLYA,70,,5240,LENSWOOD,
MARAYONG,70,,3461,LEONARDS HILL,
MARBELUP,76,,2750,LEONAY,
MARBLE BAR,76,,3953,LEONGATHA,
MARBLE HILL,73,,3953,LEONGATHA NORTH,
MARBURG,72,,3953,LEONGATHA SOUTH,
MARCH,70,,6438,LEONORA,
MARCHAGEE,76,,3224,LEOPOLD,
MARCHMONT,70,,2179,LEPPINGTON,
MARCOLLAT,73,,3458,LERDERDERG,
MARCOOLA,72,,2581,LERIDA,
MARCUS BEACH,72,,2835,LERIDA,
MARCUS HILL,75,,6233,LESCHENAULT,
MARDAN,75,,4370,LESLIE,
MARDELLA,76,,4370,LESLIE DAM,
MARDEN,73,,3260,LESLIE MANOR,
MARDI,70,,7054,LESLIE VALE,
MARDIE,76,,6076,LESMURDIE,
MAREEBA,72,,2620,LETCHWORTH,
MARENGO,70,,3332,LETHBRIDGE,
MARES RUN,70,,2770,LETHBRIDGE PARK,
MARGARET RIVER,71,,4800,LETHEBROOK,
MARGATE,72,,2560,LEUMEAH,
MARGATE BEACH,72,,2780,LEURA,
MARIA CREEKS,72,,7120,LEVENDALE,
MARIAN,72,,2460,LEVENSTRATH,
MARIBYRNONG,75,,2311,LEWINSBROOK,
MARIGINIUP,76,,2800,LEWIS PONDS,
MARINNA,70,,2049,LEWISHAM,
MARINO,73,,7173,LEWISHAM,
MARION,73,,5501,LEWISTON,
MARION BAY,73,,6065,LEXIA,
MARIONVALE,75,,3352,LEXTON,
MARKARANKA,73,,4365,LEYBURN,
MARKS LANDING,73,,2480,LEYCESTER,
MARKS POINT,70,,4714,LEYDENS HILL,
MARKWELL,70,,7030,LIAWENEE,
MARKWOOD,75,,2138,LIBERTY GROVE,
MARLA,73,,3858,LICOLA,
MARLBED,75,,3858,LICOLA NORTH,
MARLBOROUGH,72,,2141,LIDCOMBE,
MARLEE,70,,2141,LIDCOMBE NORTH,
MARLESTON,73,,2333,LIDDELL,
MARLESTON DC,73,,2790,LIDSDALE,
MARLO,75,,2800,LIDSTER,
MARLO MERRICAN,70,,7304,LIENA,
MARLOW,70,,7260,LIETINNA,
MARLOW LAGOON,71,,7301,LIFFEY,
MARLOWE,70,,5355,LIGHT PASS,
MARMADUA,72,,2444,LIGHTHOUSE BEACH,
MARMION,76,,2834,LIGHTNING RIDGE,
MARMONG POINT,70,,7330,LILEAH,
MARMOR,72,,2229,LILLI PILLI,
MARNE,76,,2536,LILLI PILLI,
MARNOO,75,,2480,LILLIAN ROCK,
MARNOO EAST,75,,3820,LILLICO,
MARNOO WEST,75,,7310,LILLICO,
MARODIAN,72,,3371,LILLICUR,
MAROLA,73,,3420,LILLIMUR,
MAROM CREEK,70,,3682,LILLIPUT,
MARONG,75,,2460,LILYDALE,
MAROOCHY RIVER,72,,3140,LILYDALE,
MAROOCHYDORE,72,,4344,LILYDALE,
MAROOCHYDORE BC,72,,7268,LILYDALE,
MAROOCHYDORE DC,72,,2040,LILYFIELD,
MAROON,72,,2508,LILYVALE,
MAROONA,75,,4352,LILYVALE,
MAROONDAN,72,,4723,LILYVALE,
MAROOTA,70,,3673,LIMA,
MAROUBRA,70,,3673,LIMA EAST,
MAROUBRA SOUTH,70,,3673,LIMA SOUTH,
MARRABEL,73,,2352,LIMBRI,
MARRACOONDA,76,,6315,LIME LAKE,
MARRADONG,76,,2324,LIMEBURNERS CREEK,
MARRAH,76,,2444,LIMEBURNERS CREEK,
MARRAKAI,71,,2795,LIMEKILNS,
MARRANGAROO,70,,2583,LIMERICK,
MARRAR,70,,2361,LIMESTONE,
MARRARA,71,,3717,LIMESTONE,
MARRAWAH,74,,4714,LIMESTONE,
MARRAWEENEY,75,,4701,LIMESTONE CREEK,
MARREE,73,,4305,LIMESTONE RIDGES,
MARRICKVILLE,70,,4384,LIMEVALE,
MARRICKVILLE METRO,70,,2484,LIMPINWOOD,
MARRICKVILLE SOUTH,70,,2850,LINBURN,
MARRINUP,76,,5607,LINCOLN NATIONAL PARK,
MARRYATVILLE,73,,4741,LINDEMAN ISLAND,
MARSDEN,72,,2778,LINDEN,
MARSDEN PARK,70,,4490,LINDEN,
MARSFIELD,70,,5065,LINDEN PARK,
MARSHALL,75,,2480,LINDENDALE,
MARSHALL MOUNT,70,,3865,LINDENOW,
MARSHDALE,70,,3875,LINDENOW SOUTH,
MARSHLANDS,72,,2347,LINDESAY,
MARTHAGUY,70,,2476,LINDESAY CREEK,
MARTHAVALE,75,,2070,LINDFIELD,
MARTIN,76,,2070,LINDFIELD WEST,
MARTINDALE,70,,2710,LINDIFFERON,
MARTINS CREEK,70,,7015,LINDISFARNE,
MARTINSVILLE,70,,5320,LINDLEY,
MARTYNVALE,72,,3312,LINDSAY,
MARTYVILLE,72,,6258,LINFARNE,
MARULAN,70,,3509,LINGA,
MARUNGI,75,,2066,LINLEY POINT,
MARVEL LOCH,76,,4356,LINTHORPE,
MARYBOROUGH,72,,3360,LINTON,
MARYBOROUGH DC,72,,4306,LINVILLE,
MARYBOROUGH WEST,72,,5410,LINWOOD,
MARYBROOK,76,,2460,LIONSVILLE,
MARYKNOLL,75,,3549,LIPAROO,
MARYLAND,70,,5607,LIPSON,
MARYS CREEK,72,,2250,LISAROW,
MARYS MOUNT,70,,7260,LISLE,
MARYSVILLE,75,,2480,LISMORE,
MARYVALE,70,,3324,LISMORE,
MARYVILLE,70,,2480,LISMORE HEIGHTS,
MASCOT,70,,4820,LISSNER,
MASLIN BEACH,73,,2372,LISTON,
MASSEY,75,,3480,LITCHFIELD,
MASSEY BAY,76,,2790,LITHGOW,
MASSIE,72,,2474,LITTLE BACK CREEK,
MATARANKA,71,,2036,LITTLE BAY,
MATCHAM,70,,2644,LITTLE BILLABONG,
MATHESON,70,,3418,LITTLE DESERT,
MATHINNA,74,,2538,LITTLE FOREST,
MATHOURA,70,,6330,LITTLE GROVE,
MATLOCK,75,,3458,LITTLE HAMPTON,
MATONG,70,,2790,LITTLE HARTLEY,
MATRAVILLE,70,,6355,LITTLE ITALY,
MATTA FLAT,73,,2339,LITTLE JACKS CREEK,
MAUDE,70,,2259,LITTLE JILLIBY,
MAUDSLAND,72,,8011,LITTLE LONSDALE STREET,
MAULES CREEK,70,,4551,LITTLE MOUNTAIN,
MAWBANNA,74,,4865,LITTLE MULGRAVE,
MAWSON,69,,2281,LITTLE PELICAN,
MAWSON LAKES,73,,7140,LITTLE PINE LAGOON,
MAXWELL,70,,2360,LITTLE PLAIN,
MAXWELTON,72,,2720,LITTLE RIVER,
MAY DOWNS,72,,3211,LITTLE RIVER,
MAYA,76,,6646,LITTLE SANDY DESERT,
MAYANUP,76,,7190,LITTLE SWANPORT,
MAYBERRY,74,,2880,LITTLE TOPAR,
MAYBOLE,70,,2256,LITTLE WOBBY,
MAYDENA,74,,5250,LITTLEHAMPTON,
MAYERS FLAT,70,,2790,LITTLETON,
MAYFIELD,70,,1871,LIVERPOOL,
MAYFIELD EAST,70,,2170,LIVERPOOL,
MAYFIELD NORTH,70,,2170,LIVERPOOL SOUTH,
MAYFIELD WEST,70,,2170,LIVERPOOL WESTFIELD,
MAYLANDS,73,,822,LIVINGSTONE,
MAYRUNG,70,,4871,LIZARD,
MAYS HILL,70,,2795,LLANARTH,
MAYVALE,70,,4820,LLANARTH,
MCALINDEN,76,,2747,LLANDILO,
MCARTHUR,71,,3551,LLANELLY,
MCBEAN POUND,73,,2365,LLANGOTHLIN,
MCBEATH,76,,3862,LLOWALONG,
MCCALLUM,73,,2650,LLOYD,
MCCRACKEN,73,,2474,LOADSTONE,
MCCRAE,75,,5241,LOBETHAL,
MCCULLYS GAP,70,,7255,LOCCOTA,
MCCUTCHEON,72,,3945,LOCH,
MCDESME,72,,4370,LOCH LOMOND,
MCDOUGALLS HILL,70,,3851,LOCH SPORT,
MCDOWALL,72,,3833,LOCH VALLEY,
MCEWENS BEACH,72,,5271,LOCHABER,
MCGRATHS HILL,70,,3888,LOCHEND,
MCHARG CREEK,73,,2549,LOCHIEL,
MCILWRAITH,72,,5510,LOCHIEL,
MCINTOSH CREEK,72,,2321,LOCHINVAR,
MCINTYRE,75,,5633,LOCK,
MCKAIL,76,,2656,LOCKHART,
MCKEES HILL,70,,4871,LOCKHART,
MCKELLAR,69,,6522,LOCKIER,
MCKELLARS PARK,70,,3563,LOCKINGTON,
MCKENZIE CREEK,75,,5032,LOCKLEYS,
MCKENZIE HILL,75,,6054,LOCKRIDGE,
MCKINLAY,72,,4342,LOCKROSE,
MCKINNON,75,,2795,LOCKSLEY,
MCLAREN FLAT,73,,3665,LOCKSLEY,
MCLAREN VALE,73,,3551,LOCKWOOD,
MCLEANS RIDGES,70,,3551,LOCKWOOD SOUTH,
MCLEODS SHOOT,70,,4344,LOCKYER,
MCLOUGHLINS BEACH,75,,6330,LOCKYER,
MCMAHONS CREEK,75,,4311,LOCKYER WATERS,
MCMAHONS POINT,70,,3575,LODDON VALE,
MCMAHONS REEF,70,,2232,LOFTUS,
MCMILLANS,75,,2480,LOFTVILLE,
MCMINNS LAGOON,71,,3475,LOGAN,
MEAD,75,,4114,LOGAN CENTRAL,
MEADOW,76,,4133,LOGAN RESERVE,
MEADOW CREEK,75,,4207,LOGAN VILLAGE,
MEADOW FLAT,70,,4129,LOGANHOLME,
MEADOW HEIGHTS,75,,4131,LOGANLEA,
MEADOW SPRINGS,76,,2439,LOGANS CROSSING,
MEADOWBANK,70,,2713,LOGIE BRAE,
MEADOWBROOK,72,,7275,LOIRA,
MEADOWS,73,,6311,LOL GRAY,
MEADOWVALE,72,,7140,LONDON LAKES,
MEANDARRA,72,,2753,LONDONDERRY,
MEANDER,74,,6429,LONDONDERRY,
MEATIAN,75,,3678,LONDRIGAN,
MEBBIN,70,,4719,LONESOME CREEK,
MEBUL,70,,2536,LONG BEACH,
MECKERING,76,,2446,LONG FLAT,
MEDA,76,,4570,LONG FLAT,
MEDINA,76,,5253,LONG FLAT,
MEDINDIE,73,,3340,LONG FOREST,
MEDINDIE GARDENS,73,,3550,LONG GULLY,
MEDLOW BATH,70,,4741,LONG ISLAND,
MEDLYN,75,,2261,LONG JETTY,
MEDOWIE,70,,2360,LONG PLAIN,
MEDWAY,70,,2629,LONG PLAIN,
MEEKATHARRA,76,,5501,LONG PLAINS,
MEEKING,76,,4850,LONG POCKET,
MEELON,76,,2330,LONG POINT,
MEENAAR,76,,2564,LONG POINT,
MEENIYAN,75,,2800,LONG POINT,
MEERING WEST,75,,7253,LONG REACH,
MEERLIEU,75,,2347,LONGARM,
MEERSCHAUM VALE,70,,3401,LONGERENONG,
MEERUP,76,,3851,LONGFORD,
MEGALONG,70,,7301,LONGFORD,
MEGAN,70,,3551,LONGLEA,
MEIKLEVILLE HILL,72,,7150,LONGLEY,
MELALEUCA,76,,2540,LONGREACH,
MELAWONDI,72,,4730,LONGREACH,
MELBA,69,,2066,LONGUEVILLE,
MELBERGEN,70,,3816,LONGWARRY,
MELBOURNE,75,,3816,LONGWARRY NORTH,
MELBOURNE AIRPORT,75,,3665,LONGWOOD,
MELBOURNE UNIVERSITY,75,,5153,LONGWOOD,
MELDALE,72,,7109,LONNAVALE,
MELINGA,70,,5160,LONSDALE,
MELLA,74,,2867,LOOMBAH,
MELLONG,70,,2340,LOOMBERAH,
MELLOOL,70,,7315,LOONGANA,
MELROSE,72,,7256,LOORANA,
MELROSE PARK,70,,2898,LORD HOWE ISLAND,
MELROSE PARK DC,73,,2632,LORDS HILL,
MELTON,73,,7306,LORINNA,
MELTON MOWBRAY,74,,2320,LORN,
MELTON SOUTH,75,,2439,LORNE,
MELTON WEST,75,,3232,LORNE,
MELVILLE,70,,3418,LORQUON,
MELVILLE FOREST,75,,6447,LORT RIVER,
MELWOOD,75,,2311,LOSTOCK,
MEMAGONG,70,,4179,LOTA,
MEMANA,74,,7216,LOTTAH,
MEMERAMBI,72,,4705,LOTUS CREEK,
MENA CREEK,72,,2469,LOUISA CREEK,
MENA PARK,75,,2840,LOUTH,
MENAH,70,,5607,LOUTH BAY,
MENAI,70,,2320,LOUTH PARK,
MENAI CENTRAL,70,,2325,LOVEDALE,
