suburb,state_id,postcode
LAKE TYRRELL,75,3533
LAKE VIEW,73,5555
LAKE WELLINGTON,75,3851
LAKE WELLS,76,6440
LAKE WENDOUREE,75,3350
LAKE WONGAN,75,3373
LAKE WYANGAN,70,2680
LAKEFIELD,72,4871
LAKELAND,72,4871
LAKELANDS,70,2282
LAKELANDS,76,6180
LAKEMBA,70,2195
LAKES CREEK,72,4701
LAKES ENTRANCE,75,3909
LAKESIDE,72,4621
LAKESLAND,70,2572
LAKEWOOD,70,2443
LAKEWOOD,76,6431
LAL LAL,75,3352
LALALTY,70,3644
LALBERT,75,3542
LALLA,74,7267
LALOR,75,3075
LALOR PARK,70,2147
LALOR PLAZA,75,3075
LAMB ISLAND,72,4184
LAMB RANGE,72,4870
LAMBELLS LAGOON,71,822
LAMBS VALLEY,70,2335
LAMBS VALLEY,70,2370
LAMBTON,70,2299
LAMEROO,73,5302
LAMINGTON,72,4285
LAMINGTON,76,6430
LAMINGTON NATIONAL PARK,72,4275
LAMMERMOOR,72,4703
LAMPLOUGH,75,3352
LANCASTER,75,3620
LANCE CREEK,75,3995
LANCEFIELD,75,3435
LANCELIN,76,6044
LANDERS SHOOT,72,4555
LANDERVALE,70,2663
LANDSBOROUGH,75,3384
LANDSBOROUGH,72,4550
LANDSBOROUGH WEST,75,3384
LANDSDALE,76,6065
LANE COVE,70,1595
LANE COVE,70,1597
LANE COVE,70,2066
LANE COVE NORTH,70,2066
LANE COVE WEST,70,2066
LANEFIELD,72,4340
LANENA,74,7275
LANG LANG,75,3984
LANG LANG EAST,75,3984
LANGDONS HILL,75,3363
LANGE,76,6330
LANGFORD,76,6147
LANGHORNE CREEK,73,5255
LANGI KAL KAL,75,3352
LANGI LOGAN,75,3377
LANGKOOP,75,3318
LANGLEY,75,3444
LANGLEY,72,4630
LANGLEY VALE,70,2426
LANGLO,72,4470
LANGS LANDING,73,5354
LANGSBOROUGH,75,3971
LANGSHAW,72,4570
LANGWARRIN,75,3910
LANGWARRIN SOUTH,75,3911
LANITZA,70,2460
LANKEYS CREEK,70,2644
LANNERCOST,72,4850
LANSDALE,70,2873
LANSDOWNE,70,2163
LANSDOWNE,70,2430
LANSDOWNE,72,4478
LANSDOWNE FOREST,70,2430
LANSELL PLAZA,75,3555
LANSKEY,72,4825
LANSVALE,70,2166
LAPOINYA,74,7325
LAPSTONE,70,2773
LARA,75,3212
LARAPINTA,72,4110
LARAVALE,72,4285
LARBERT,70,2622
LARDNER,75,3821
LARGS,70,2320
LARGS BAY,73,5016
LARGS NORTH,73,5016
LARK HILL,72,4306
LARNOOK,70,2480
LARPENT,75,3249
LARRAKEYAH,71,820
LARRALEA,75,3325
LARRAS LEE,70,2866
LARRIMAH,71,852
LASCELLES,75,3487
LATHAM,69,2615
LATHAM,76,6616
LATHLAIN,76,6100
LATROBE,74,7307
LAUDERDALE,74,7021
LAUGHTONDALE,70,2775
LAUNCESTON,74,7250
LAUNCESTON,74,7901
LAUNCESTON,74,7902
LAUNCESTON,74,7903
LAUNCESTON,74,7904
LAUNCESTON,74,7905
LAUNCESTON,74,7906
LAUNCESTON,74,7907
LAUNCESTON,74,7908
LAUNCESTON,74,7909
LAUNCESTON,74,7910
LAUNCESTON,74,7911
LAUNCESTON,74,7912
LAUNCESTON,74,7913
LAUNCESTON,74,7914
LAUNCESTON,74,7922
LAUNCESTON,74,7923
LAUNCHING PLACE,75,3139
LAURA,72,4871
LAURA,73,5480
LAURA BAY,73,5680
LAUREL HILL,70,2649
LAURIE PARK,73,5271
LAURIETON,70,2443
LAURISTON,75,3444
LAVADIA,70,2462
LAVELLE,72,4357
LAVENDER BAY,70,2060
LAVERS HILL,75,3238
LAVERSTOCK,70,2582
LAVERTON,75,3028
LAVERTON,76,6440
LAVERTON NORTH,75,3026
LAVERTON RAAF,75,3027
LAVINGTON,70,2641
LAW COURTS,75,8010
LAWES,72,4343
LAWGI DAWES,72,4716
LAWITTA,74,7140
LAWLER,75,3480
LAWLOIT,75,3418
LAWN HILL,72,4825
LAWNTON,72,4501
LAWRENCE,70,2460
LAWRENCE,75,3364
LAWSON,69,2617
LAWSON,70,2783
LEABROOK,73,5068
LEADVILLE,70,2844
LEAFDALE,72,4606
LEAGHUR,75,3537
LEANYER,71,812
LEARMONTH,75,3352
LEARMONTH,76,6707
LEASINGHAM,73,5452
LEBRINA,74,7254
LECONFIELD,70,2335
LEDA,76,6170
LEDCOURT,75,3385
LEDGE POINT,76,6043
LEE CREEK,70,2849
LEE POINT,71,810
LEECHS GULLY,70,2372
LEEDERVILLE,76,6007
LEEKA,74,7255
LEEMAN,76,6514
LEEMING,76,6149
LEETON,70,2705
LEETS VALE,70,2775
LEEUWIN,76,6290
LEEVILLE,70,2470
LEFROY,74,7252
LEFTHAND BRANCH,72,4343
LEGANA,74,7277
LEGERWOOD,74,7263
LEGUME,70,2476
LEICHARDT,75,3516
LEICHHARDT,70,2040
LEICHHARDT,72,4305
LEIGH CREEK,75,3352
LEIGH CREEK,73,5731
LEIGHTON,73,5417
LEIGHWOOD,70,2580
LEINSTER,76,6437
LEITCHVILLE,75,3567
LEITH,74,7315
LEMINGTON,70,2330
LEMNOS,75,3631
LEMON TREE,70,2259
LEMON TREE PASSAGE,70,2319
LEMONT,74,7120
LEMONTREE,72,4357
LENAGHAN,70,2322
LENAH VALLEY,74,7008
LENEVA,75,3691
LENNARD BROOK,76,6503
LENNOX HEAD,70,2478
LENSWOOD,73,5240
LEONARDS HILL,75,3461
LEONAY,70,2750
LEONGATHA,75,3953
LEONGATHA NORTH,75,3953
LEONGATHA SOUTH,75,3953
LEONORA,76,6438
LEOPOLD,75,3224
LEPPINGTON,70,2179
LERDERDERG,75,3458
LERIDA,70,2581
LERIDA,70,2835
LESCHENAULT,76,6233
LESLIE,72,4370
LESLIE DAM,72,4370
LESLIE MANOR,75,3260
LESLIE VALE,74,7054
LESMURDIE,76,6076
LETCHWORTH,70,2620
LETHBRIDGE,75,3332
LETHBRIDGE PARK,70,2770
LETHEBROOK,72,4800
LEUMEAH,70,2560
LEURA,70,2780
LEVENDALE,74,7120
LEVENSTRATH,70,2460
LEWINSBROOK,70,2311
LEWIS PONDS,70,2800
LEWISHAM,70,2049
LEWISHAM,74,7173
LEWISTON,73,5501
LEXIA,76,6065
LEXTON,75,3352
LEYBURN,72,4365
LEYCESTER,70,2480
LEYDENS HILL,72,4714
LIAWENEE,74,7030
LIBERTY GROVE,70,2138
LICOLA,75,3858
LICOLA NORTH,75,3858
LIDCOMBE,70,2141
LIDCOMBE NORTH,70,2141
LIDDELL,70,2333
LIDSDALE,70,2790
LIDSTER,70,2800
LIENA,74,7304
LIETINNA,74,7260
LIFFEY,74,7301
LIGHT PASS,73,5355
LIGHTHOUSE BEACH,70,2444
LIGHTNING RIDGE,70,2834
LILEAH,74,7330
LILLI PILLI,70,2229
LILLI PILLI,70,2536
LILLIAN ROCK,70,2480
LILLICO,75,3820
LILLICO,74,7310
LILLICUR,75,3371
LILLIMUR,75,3420
LILLIPUT,75,3682
LILYDALE,70,2460
LILYDALE,75,3140
LILYDALE,72,4344
LILYDALE,74,7268
LILYFIELD,70,2040
LILYVALE,70,2508
LILYVALE,72,4352
LILYVALE,72,4723
LIMA,75,3673
LIMA EAST,75,3673
LIMA SOUTH,75,3673
LIMBRI,70,2352
LIME LAKE,76,6315
LIMEBURNERS CREEK,70,2324
LIMEBURNERS CREEK,70,2444
LIMEKILNS,70,2795
LIMERICK,70,2583
LIMESTONE,70,2361
LIMESTONE,75,3717
LIMESTONE,72,4714
LIMESTONE CREEK,72,4701
LIMESTONE RIDGES,72,4305
LIMEVALE,72,4384
LIMPINWOOD,70,2484
LINBURN,70,2850
LINCOLN NATIONAL PARK,73,5607
LINDEMAN ISLAND,72,4741
LINDEN,70,2778
LINDEN,72,4490
LINDEN PARK,73,5065
LINDENDALE,70,2480
LINDENOW,75,3865
LINDENOW SOUTH,75,3875
LINDESAY,70,2347
LINDESAY CREEK,70,2476
LINDFIELD,70,2070
LINDFIELD WEST,70,2070
LINDIFFERON,70,2710
LINDISFARNE,74,7015
LINDLEY,73,5320
LINDSAY,75,3312
LINFARNE,76,6258
LINGA,75,3509
LINLEY POINT,70,2066
LINTHORPE,72,4356
LINTON,75,3360
LINVILLE,72,4306
LINWOOD,73,5410
LIONSVILLE,70,2460
LIPAROO,75,3549
LIPSON,73,5607
LISAROW,70,2250
LISLE,74,7260
LISMORE,70,2480
LISMORE,75,3324
LISMORE HEIGHTS,70,2480
LISSNER,72,4820
LISTON,70,2372
LITCHFIELD,75,3480
LITHGOW,70,2790
LITTLE BACK CREEK,70,2474
LITTLE BAY,70,2036
LITTLE BILLABONG,70,2644
LITTLE DESERT,75,3418
LITTLE FOREST,70,2538
LITTLE GROVE,76,6330
LITTLE HAMPTON,75,3458
LITTLE HARTLEY,70,2790
LITTLE ITALY,76,6355
LITTLE JACKS CREEK,70,2339
LITTLE JILLIBY,70,2259
LITTLE LONSDALE STREET,75,8011
LITTLE MOUNTAIN,72,4551
LITTLE MULGRAVE,72,4865
LITTLE PELICAN,70,2281
LITTLE PINE LAGOON,74,7140
LITTLE PLAIN,70,2360
LITTLE RIVER,70,2720
LITTLE RIVER,75,3211
LITTLE SANDY DESERT,76,6646
LITTLE SWANPORT,74,7190
LITTLE TOPAR,70,2880
LITTLE WOBBY,70,2256
LITTLEHAMPTON,73,5250
LITTLETON,70,2790
LIVERPOOL,70,1871
LIVERPOOL,70,2170
LIVERPOOL SOUTH,70,2170
LIVERPOOL WESTFIELD,70,2170
LIVINGSTONE,71,822
LIZARD,72,4871
LLANARTH,70,2795
LLANARTH,72,4820
LLANDILO,70,2747
LLANELLY,75,3551
LLANGOTHLIN,70,2365
LLOWALONG,75,3862
LLOYD,70,2650
LOADSTONE,70,2474
LOBETHAL,73,5241
LOCCOTA,74,7255
LOCH,75,3945
LOCH LOMOND,72,4370
LOCH SPORT,75,3851
LOCH VALLEY,75,3833
LOCHABER,73,5271
LOCHEND,75,3888
LOCHIEL,70,2549
LOCHIEL,73,5510
LOCHINVAR,70,2321
LOCK,73,5633
LOCKHART,70,2656
LOCKHART,72,4871
LOCKIER,76,6522
LOCKINGTON,75,3563
LOCKLEYS,73,5032
LOCKRIDGE,76,6054
LOCKROSE,72,4342
LOCKSLEY,70,2795
LOCKSLEY,75,3665
LOCKWOOD,75,3551
LOCKWOOD SOUTH,75,3551
LOCKYER,72,4344
LOCKYER,76,6330
LOCKYER WATERS,72,4311
LODDON VALE,75,3575
LOFTUS,70,2232
LOFTVILLE,70,2480
LOGAN,75,3475
LOGAN CENTRAL,72,4114
LOGAN RESERVE,72,4133
LOGAN VILLAGE,72,4207
LOGANHOLME,72,4129
LOGANLEA,72,4131
LOGANS CROSSING,70,2439
LOGIE BRAE,70,2713
LOIRA,74,7275
LOL GRAY,76,6311
LONDON LAKES,74,7140
LONDONDERRY,70,2753
LONDONDERRY,76,6429
LONDRIGAN,75,3678
LONESOME CREEK,72,4719
LONG BEACH,70,2536
LONG FLAT,70,2446
LONG FLAT,72,4570
LONG FLAT,73,5253
LONG FOREST,75,3340
LONG GULLY,75,3550
LONG ISLAND,72,4741
LONG JETTY,70,2261
LONG PLAIN,70,2360
LONG PLAIN,70,2629
LONG PLAINS,73,5501
LONG POCKET,72,4850
LONG POINT,70,2330
LONG POINT,70,2564
LONG POINT,70,2800
LONG REACH,74,7253
LONGARM,70,2347
LONGERENONG,75,3401
LONGFORD,75,3851
LONGFORD,74,7301
LONGLEA,75,3551
LONGLEY,74,7150
LONGREACH,70,2540
LONGREACH,72,4730
LONGUEVILLE,70,2066
LONGWARRY,75,3816
LONGWARRY NORTH,75,3816
LONGWOOD,75,3665
LONGWOOD,73,5153
LONNAVALE,74,7109
LONSDALE,73,5160
LOOMBAH,70,2867
LOOMBERAH,70,2340
LOONGANA,74,7315
LOORANA,74,7256
LORD HOWE ISLAND,70,2898
LORDS HILL,70,2632
LORINNA,74,7306
LORN,70,2320
LORNE,70,2439
LORNE,75,3232
LORQUON,75,3418
LORT RIVER,76,6447
LOSTOCK,70,2311
LOTA,72,4179
LOTTAH,74,7216
LOTUS CREEK,72,4705
LOUISA CREEK,70,2469
LOUTH,70,2840
LOUTH BAY,73,5607
LOUTH PARK,70,2320
LOVEDALE,70,2325
LOVEDAY,73,5345
LOVELY BANKS,75,3221
LOVETT BAY,70,2105
LOW HEAD,74,7253
LOW ISLES,72,4873
LOWALDIE,73,5307
LOWAN VALE,73,5268
LOWANNA,70,2450
LOWBANK,73,5330
LOWDEN,76,6240
LOWER ACACIA CREEK,70,2476
LOWER BAGO,70,2730
LOWER BARRINGTON,74,7306
LOWER BEECHMONT,72,4211
LOWER BELFORD,70,2335
LOWER BEULAH,74,7306
LOWER BOTTLE CREEK,70,2469
LOWER BROUGHTON,73,5522
LOWER CHITTERING,76,6084
LOWER COWLEY,72,4871
LOWER CREEK,70,2440
LOWER CRESSBROOK,72,4313
LOWER DAINTREE,72,4873
LOWER DUCK CREEK,70,2469
LOWER DYRAABA,70,2470
LOWER HERMITAGE,73,5131
LOWER HOTHAM,76,6390
LOWER INMAN VALLEY,73,5211
LOWER KING,76,6330
LOWER LIGHT,73,5501
LOWER LONGLEY,74,7109
LOWER MACDONALD,70,2775
LOWER MANGROVE,70,2250
LOWER MARSHES,74,7030
LOWER MITCHAM,73,5062
LOWER MOIRA,75,3639
LOWER MOUNT WALKER,72,4340
LOWER NORTON,75,3401
LOWER PAPPINBARRA,70,2446
LOWER PEACOCK,70,2469
LOWER PLENTY,75,3093
LOWER PORTLAND,70,2756
LOWER SANDY BAY,74,7005
LOWER SNUG,74,7054
LOWER SOUTHGATE,70,2460
LOWER TENTHILL,72,4343
LOWER TULLY,72,4854
LOWER TURNERS MARSH,74,7267
LOWER WATTLE GROVE,74,7109
LOWER WILMOT,74,7310
LOWER WONGA,72,4570
LOWESBY,72,4702
LOWESDALE,70,2646
LOWESTOFF,72,4723
LOWLANDS,76,6330
LOWMEAD,72,4676
LOWOOD,72,4311
LOWTHER,70,2790
LOXFORD,70,2326
LOXTON,73,5333
LOXTON NORTH,73,5333
LOY YANG,75,3844
LOYETEA,74,7316
LUBECK,75,3381
LUCAS HEIGHTS,70,2234
LUCASTON,74,7109
LUCINDA,72,4850
LUCINDALE,73,5272
LUCKNOW,70,2800
LUCKNOW,75,3875
LUCKY BAY,73,5602
LUCYVALE,75,3691
LUDDENHAM,70,2745
LUDLOW,76,6280
LUDMILLA,71,820
LUE,70,2850
LUGARNO,70,2210
LUGHRATA,74,7255
LUINA,74,7321
LULWORTH,74,7252
LUMEAH,72,4478
LUMEAH,76,6395
LUMHOLTZ,72,4849
LUNAWANNA,74,7150
LUNDAVRA,72,4390
LUNE RIVER,74,7109
LURG,75,3673
LURNEA,70,2170
LUSCOMBE,72,4207
LUSKINTYRE,70,2321
LUTANA,74,7009
LUTWYCHE,72,4030
LYAL,75,3444
LYALLS MILL,76,6225
LYMINGTON,74,7109
LYMWOOD,74,7256
LYNAM,72,4818
LYNBROOK,75,3975
LYNCHS CREEK,70,2474
LYNDHURST,70,2350
LYNDHURST,70,2797
LYNDHURST,75,3975
LYNDHURST,72,4871
LYNDHURST,73,5731
LYNDOCH,73,5351
LYNDON,76,6701
LYNDSIDE,72,4871
LYNEHAM,69,2602
LYNFORD,72,4342
LYNTON,73,5062
LYNWOOD,70,2477
LYNWOOD,76,6147
LYONS,69,2606
LYONS,75,3304
LYONS,72,4124
LYONVILLE,75,3461
LYRA,72,4352
LYRUP,73,5343
LYSTERFIELD,75,3156
LYSTERFIELD SOUTH,75,3156
LYTTON,72,4178
MA MA CREEK,72,4347
MAADI,72,4855
MAALAN,72,4886
MAAOUPE,73,5277
MAAROOM,72,4650
MABINS WELL,70,2716
MABUIAG ISLAND,72,4875
MACALISTER,72,4406
MACALISTER RANGE,72,4871
MACARTHUR,69,2904
MACARTHUR,75,3286
MACARTHUR SQUARE,70,2560
MACCLESFIELD,75,3782
MACCLESFIELD,73,5153
MACDONALD PARK,73,5121
MACDONALDS CREEK,70,2339
MACEDON,75,3440
MACFARLANE,72,4478
MACGILLIVRAY,73,5223
MACGREGOR,69,2615
MACGREGOR,72,4109
MACHANS BEACH,72,4878
MACHINE CREEK,72,4695
MACKAY,72,4740
MACKAY CANELAND,72,4740
MACKAY HARBOUR,72,4740
MACKAY NORTH,72,4740
MACKAY SOUTH,72,4740
MACKAY WEST,72,4740
MACKENZIE,72,4156
MACKENZIE,72,4702
MACKENZIE RIVER,72,4705
MACKNADE,72,4850
MACKS CREEK,75,3971
MACKSVILLE,70,2447
MACLAGAN,72,4352
MACLEAN,70,2463
MACLEAY ISLAND,72,4184
MACLEOD,75,3085
MACLEOD,76,6701
MACLEOD WEST,75,3085
MACMASTERS BEACH,70,2251
MACORNA,75,3579
MACORNA NORTH,75,3568
MACQUARIE,69,2614
MACQUARIE,74,7151
MACQUARIE CENTRE,70,2113
MACQUARIE FIELDS,70,2564
MACQUARIE HEADS,74,7468
MACQUARIE HILLS,70,2285
MACQUARIE LINKS,70,2565
MACQUARIE MARSHES,70,2831
MACQUARIE PARK,70,2113
MACQUARIE PASS,70,2577
MACQUARIE PLAINS,74,7140
MACQUARIE UNIVERSITY,70,2109
MACROSSAN,72,4816
MACS COVE,75,3723
MADALYA,75,3971
MADDENS PLAINS,70,2508
MADDINGLEY,75,3340
MADDINGTON,76,6109
MADDINGTON,76,6989
MADELEY,76,6065
MADORA BAY,76,6210
MADURA,76,6443
MAFEKING,75,3379
MAFFRA,70,2630
MAFFRA,75,3860
MAFFRA WEST UPPER,75,3859
MAGAREY,73,5280
MAGDALLA,73,5400
MAGENTA,70,2261
MAGENTA,76,6355
MAGGEA,73,5308
MAGILL,73,5072
MAGILL NORTH,73,5072
MAGILL SOUTH,73,5072
MAGITUP,76,6338
MAGNETIC ISLAND,72,4819
MAGNOLIA,72,4650
MAGOMETON,70,2829
MAGPIE,75,3352
MAGRA,74,7140
MAHOGANY CREEK,76,6072
MAHOMETS FLATS,76,6530
MAIANBAR,70,2230
MAIDA VALE,76,6057
MAIDEN GULLY,75,3551
MAIDENHEAD,72,4385
MAIDENWELL,72,4615
MAIDSTONE,75,3012
MAILORS FLAT,75,3275
MAIMURU,70,2594
MAIN ARM,70,2482
MAIN BEACH,72,4217
MAIN CREEK,70,2420
MAIN LEAD,75,3373
MAIN RIDGE,75,3928
MAINDAMPLE,75,3723
MAISON DIEU,70,2330
MAITLAND,70,2320
MAITLAND,73,5573
MAITLAND,76,6714
MAITLAND BAR,70,2850
MAITLAND NORTH,70,2320
MAITLAND VALE,70,2320
MAJOR PLAINS,75,3725
MAJORCA,75,3465
MAJORS CREEK,70,2622
MAJORS CREEK,72,4816
MAJURA,69,2609
MAKIN,73,5267
MALABAINE,76,6401
MALABAR,70,2036
MALABUGILMAH,70,2460
MALAGA,76,6090
MALAGA,76,6944
MALAK,71,812
MALANDA,72,4885
MALARGA,72,4620
MALBINA,74,7140
MALDON,70,2571
MALDON,75,3463
MALEBELLING,76,6302
MALENY,72,4552
MALINONG,73,5259
MALLABULA,70,2319
MALLACOOTA,75,3892
MALLALA,73,5502
MALLAN,70,2733
MALLAN,70,3586
MALLANGANEE,70,2469
MALLEE HILL,76,6353
MALLING,72,4352
MALLOWA,70,2400
MALMALLING,76,6556
MALMOE,72,4627
MALMSBURY,75,3446
MALONEYS BEACH,70,2536
MALPAS,73,5311
MALPAS-TRENTON,72,4816
MALTEE,73,5690
MALU,72,4403
MALUA BAY,70,2536
MALVERN,75,3144
MALVERN,73,5061
MALVERN EAST,75,3145
MALVERN NORTH,75,3144
MALYALLING,76,6370
MAMBOURIN,75,3024
MAMBRAY CREEK,73,5495
MANAHAN,70,2200
MANANGATANG,75,3546
MANAPOURI,72,4361
MANAR,70,2622
MANARA,70,2878
MANBULLOO,71,852
MANCHESTER SQUARE,70,2577
MANDAGERY,70,2870
MANDALAY,72,4802
MANDALONG,70,2264
MANDEMAR,70,2575
MANDOGALUP,76,6167
MANDURAH,76,6210
MANDURAH EAST,76,6210
MANDURAH NORTH,76,6210
MANDURAMA,70,2792
MANDURANG,75,3551
MANDURANG SOUTH,75,3551
MANERA HEIGHTS,70,2830
MANEROO,72,4730
MANGALO,73,5602
MANGALORE,75,3663
MANGALORE,74,7030
MANGANA,74,7214
MANGERTON,70,2500
MANGO HILL,72,4509
MANGOOLA,70,2328
MANGOPLAH,70,2652
MANGROVE CREEK,70,2250
MANGROVE MOUNTAIN,70,2250
MANIFOLD HEIGHTS,75,3218
MANILDRA,70,2865
MANILLA,70,2346
MANINGRIDA,71,822
MANJIMUP,76,6258
MANLY,70,1655
MANLY,70,2095
MANLY,72,4179
MANLY EAST,70,2095
MANLY VALE,70,2093
MANLY WEST,72,4179
MANMANNING,76,6465
MANNA HILL,73,5440
MANNANARIE,73,5422
MANNERIM,75,3222
MANNERING PARK,70,2259
MANNIBADAR,75,3360
MANNING,76,6152
MANNING POINT,70,2430
MANNINGHAM,73,5086
MANNS BEACH,75,3971
MANNUEM,72,4610
MANNUM,73,5238
MANNUS,70,2653
MANOBALAI,70,2333
MANOORA,72,4870
MANOORA,73,5414
MANORINA,75,3889
MANSFIELD,75,3722
MANSFIELD,75,3724
MANSFIELD,72,4122
MANSFIELD PARK,73,5012
MANTON,71,837
MANTON,70,2582
MANTUNG,73,5308
MANUKA,69,2603
MANUMBAR,72,4601
MANUNDA,72,4870
MANY PEAKS,72,4680
MANYANA,70,2539
MANYPEAKS,76,6328
MANYUNG,72,4601
MAPLETON,72,4560
MAPOON,72,4874
MARAGLE,70,2653
MARAMA,73,5307
MARAMIE,72,4871
MARAMINGO CREEK,75,3891
MARANANGA,73,5355
MARANGAROO,76,6064
MARANUP,76,6256
MARAYLYA,70,2765
MARAYONG,70,2148
MARBELUP,76,6330
MARBLE BAR,76,6760
MARBLE HILL,73,5137
MARBURG,72,4346
MARCH,70,2800
MARCHAGEE,76,6515
MARCHMONT,70,2582
MARCOLLAT,73,5271
MARCOOLA,72,4564
MARCUS BEACH,72,4573
MARCUS HILL,75,3222
MARDAN,75,3953
MARDELLA,76,6125
MARDEN,73,5070
MARDI,70,2259
MARDIE,76,6714
MAREEBA,72,4880
MARENGO,70,2453
MARENGO,75,3233
MARES RUN,70,2422
MARGARET RIVER,76,6285
MARGATE,72,4019
MARGATE,74,7054
MARGATE BEACH,72,4019
MARIA CREEKS,72,4855
MARIAN,72,4753
MARIBYRNONG,75,3032
MARIGINIUP,76,6065
MARINNA,70,2663
MARINO,73,5049
MARION,73,5043
MARION BAY,73,5575
MARION BAY,74,7175
MARIONVALE,75,3634
MARKARANKA,73,5330
MARKS LANDING,73,5354
MARKS POINT,70,2280
MARKWELL,70,2423
MARKWOOD,75,3678
MARLA,73,5724
MARLBED,75,3483
MARLBOROUGH,72,4705
MARLEE,70,2429
MARLESTON,73,5033
MARLO,75,3888
MARLO MERRICAN,70,2446
MARLOW,70,2775
MARLOW LAGOON,71,830
MARLOWE,70,2622
MARMADUA,72,4405
MARMION,76,6020
MARMONG POINT,70,2284
MARMOR,72,4702
MARNE,76,6608
MARNOO,75,3387
MARODIAN,72,4570
MAROLA,73,5464
MAROM CREEK,70,2480
MARONG,75,3515
MAROOCHY RIVER,72,4561
MAROOCHYDORE,72,4558
MAROON,72,4310
MAROONA,75,3377
MAROONDAN,72,4671
MAROOTA,70,2756
MAROUBRA,70,2035
MAROUBRA SOUTH,70,2035
MARRABEL,73,5413
MARRACOONDA,76,6317
MARRADONG,76,6390
MARRAH,76,6532
MARRAKAI,71,822
MARRANGAROO,70,2790
MARRAR,70,2652
MARRARA,71,812
MARRAWAH,74,7330
MARRAWEENEY,75,3669
MARREE,73,5733
MARRICKVILLE,70,1475
MARRICKVILLE,70,1476
MARRICKVILLE,70,2204
MARRICKVILLE METRO,70,2204
MARRICKVILLE SOUTH,70,2204
MARRINUP,76,6213
MARRYATVILLE,73,5068
MARSDEN,72,4132
MARSDEN PARK,70,2765
MARSFIELD,70,2122
MARSHALL MOUNT,70,2530
MARSHDALE,70,2420
MARSHLANDS,72,4611
MARTHAGUY,70,2824
MARTIN,76,6110
MARTINDALE,70,2328
MARTINS CREEK,70,2420
MARTINS CREEK,75,3888
MARTINSVILLE,70,2265
MARTYVILLE,72,4858
MARULAN,70,2579
MARULAN SOUTH,70,2579
MARUNGI,75,3634
MARVEL LOCH,76,6426
MARX HILL,70,2454
MARYBOROUGH,75,3465
MARYBOROUGH,72,4650
MARYBOROUGH WEST,72,4650
MARYBROOK,76,6280
MARYKNOLL,75,3812
MARYLAND,70,2287
MARYS CREEK,72,4570
MARYS MOUNT,70,2380
MARYSVILLE,75,3779
MARYVALE,70,2820
MARYVALE,75,3840
MARYVALE,72,4370
MARYVALE,72,4703
MARYVALE,73,5680
MARYVILLE,70,2293
MASCOT,70,1460
MASCOT,70,2020
MASLIN BEACH,73,5170
MASSEY,75,3482
MASSEY BAY,76,6701
MASSIE,72,4370
MATCHAM,70,2250
MATHESON,70,2370
MATHINNA,74,7214
MATHOURA,70,2710
MATLOCK,75,3723
MATONG,70,2652
MATRAVILLE,70,2036
MATTA FLAT,73,5554
MAUDE,70,2711
MAUDE,75,3331
MAUDE,73,5320
MAUDSLAND,72,4210
MAULES CREEK,70,2382
MAWBANNA,74,7321
MAWSON,69,2607
MAWSON,74,7151
MAWSON LAKES,73,5095
MAXWELL,70,2650
MAXWELTON,72,4822
MAY DOWNS,72,4746
MAYA,76,6614
MAYANUP,76,6244
MAYBERRY,74,7304
MAYBOLE,70,2365
MAYDENA,74,7140
MAYERS FLAT,70,2423
MAYFIELD,70,2304
MAYFIELD,70,2540
MAYFIELD,70,2580
MAYFIELD,70,2787
MAYFIELD,73,5454
MAYFIELD,74,7248
MAYFIELD EAST,70,2304
MAYFIELD NORTH,70,2304
MAYFIELD WEST,70,2304
MAYLANDS,73,5069
MAYLANDS,76,6051
MAYRUNG,70,2710
MAYS HILL,70,2145
MAYVALE,70,2347
MCALINDEN,76,6225
MCALISTER,70,2580
MCBEAN POUND,73,5357
MCBEATH,76,6770
MCCALLUM,73,5267
MCCRACKEN,73,5211
MCCRAE,75,3938
MCCULLYS GAP,70,2333
MCCUTCHEON,72,4856
MCDESME,72,4807
MCDOUGALLS HILL,70,2330
MCDOWALL,72,4053
MCEVOYS,75,3564
MCEWENS BEACH,72,4740
MCGRATHS HILL,70,2756
MCHARG CREEK,73,5157
MCILWRAITH,72,4671
MCINTOSH CREEK,72,4570
MCINTYRE,75,3472
MCKAIL,76,6330
MCKEES HILL,70,2480
MCKELLAR,69,2617
MCKELLARS PARK,70,2790
MCKENZIE CREEK,75,3401
MCKENZIE HILL,75,3451
MCKINLAY,72,4823
MCKINNON,75,3204
MCLAREN FLAT,73,5171
MCLAREN VALE,73,5171
MCLEANS RIDGES,70,2480
MCLEODS SHOOT,70,2479
MCLOUGHLINS BEACH,75,3874
MCMAHONS CREEK,75,3799
MCMAHONS POINT,70,2060
MCMAHONS REEF,70,2587
MCMILLANS,75,3568
MCMINNS LAGOON,71,822
MEAD,75,3568
MEADOW,76,6532
MEADOW CREEK,75,3678
MEADOW FLAT,70,2795
MEADOW HEIGHTS,75,3048
MEADOW SPRINGS,76,6210
MEADOWBANK,70,2114
MEADOWBANK,74,7140
MEADOWBROOK,72,4131
MEADOWS,73,5201
MEADOWVALE,72,4670
MEANDARRA,72,4422
MEANDER,74,7304
MEATIAN,75,3585
MEBBIN,70,2484
MEBUL,70,2852
MECKERING,76,6405
MEDA,76,6728
MEDINA,76,6167
MEDINDIE,73,5081
MEDINDIE GARDENS,73,5081
MEDLOW BATH,70,2780
MEDLYN,75,3478
MEDOWIE,70,2318
MEDWAY,70,2577
